text_id	text	task_1	task_2
hasoc_de_11	#Offenburg: Somalier greift nachts auf der Straße einen Senioren an, tritt derart massiv auf den am Boden liegenden 75-Jährigen ein, dass er mit schweren #Kopfverletzungen ins Krankenhaus gebracht wird   https://t.co/M5ynYt2ZtM	NOT	NONE
hasoc_de_12	#Offenburg: Die Attacke des 2015 nach D gekommen Somaliers auf den 75-Jährigen war ein solcher Gewaltexzess, dass das Opfer noch nicht vernehmungsfähig und wohl auf einem Auge erblindet ist - laut einem Zeugen rief der Täter bei der Tat 'Allahu Akbar'  https://t.co/Wbk1gsqcWS	NOT	NONE
hasoc_de_13	Kapazitäten im ZDF und zur Eurowahl: Den Islam gibt es erst seit dem 7. Jahrhundert, aber Frans Timmermans, der Kommissionspräsident werden will, meint, dass der Islam seit 2000 Jahre zu Europa gehört. Keinen stört's, das Publikum klatscht. #Pappnasen https://t.co/hotI9zS8Tz	NOT	NONE
hasoc_de_14	mdr Umfrage 'Gehört der Islam zu Deutschland?' 15.000 beteiligten sich und hier zeigt sich der Unterschied zwischen Propaganda und realem Empfinden der Menschen. https://t.co/eOwnM7zW96	NOT	NONE
hasoc_de_15	Da musste der Moderator wohl 2 mal hinschauen bei dem Ergebnis. Immerhin wird im MDR wohl nicht gefälscht, zumindest bei der Umfrage nicht.  https://t.co/YETOBADLN6 https://t.co/rZXfi3xVEv	NOT	NONE
hasoc_de_16	EU-Kommissar Frans #Timmermans sagt, der Islam gehört seit 2000 (!) Jahren zu Europa. Interessant – Demnach war der Prophet Mohammed also ein Zeitgenosse von Jesus und Augustus? #Bildungsdesaster #Geschichtsklitterung   https://t.co/T05TnXa7WS	NOT	NONE
hasoc_de_17	Wenn ein #Syrer den @Die_Gruenen erzählt, dass er sich wegen kriminellen Flüchtlingen in Deutschland unsicher fühlt, wird er von den #Gruenen als #AFD Propagandist und Rechter Hetzer verunglimpft. Ein SYRER! 😂😂😂 https://t.co/JRU8jPFH2e	NOT	NONE
hasoc_de_18	#Berlin: Ibrahima D. (24) von der Elfenbeinküste überfällt an einem Abend vier Frauen in Kreuzberg brutal, raubt ihnen Geld und Handys - vor #Gericht rechtfertigt er sich mit: “Andere machen viel Schlimmeres”  https://t.co/pIZUpr1taV	NOT	NONE
hasoc_de_19	IS-Terror-Verdächtiger Salafist in #Koeln festgenommen.  Der Deutsch-Tunesier Sabri Ben A. gilt als Größe im produzieren von Propagandavideos. Er soll mehrfach nach #Syrien gereist und ein Terrorcamp mit Gegenständen im Wert von 80.000€ ausgerüstet haben https://t.co/dzdNI4rroU	NOT	NONE
hasoc_de_20	Einreise per Flugzeug: Regierung erklärt Flüchtlingszahlen zur Geheimsache / AfD prüft rechtliche Schritte https://t.co/r6ijPQ7u6y	NOT	NONE
hasoc_de_21	Wegen Volksverhetzung kann nach derzeitiger Rechtslage nicht bestraft werden, wer seine Hetze gegen Deutsche richtet, um diese Ungleichbehandlung zu ändern, hat AfD Gesetzentwurf vorgelegt, aber Rechtsausschuss lehnt AfD-Antrag auf Anhörung von Experten ab  https://t.co/5uhuPCMyu3	NOT	NONE
hasoc_de_22	@aufklaerer2017 @ZDF @ZDFheute dass 350 Deutsche durch 'Flüchtling/Schutzsuchende' brutal ermordert wurden seit 2015 oder in einem Jahr, ist natürlich im Vergleich zum Zerreissen Koran nichts.. man, man diese Journalie ist nicht zum Aushalten.	NOT	NONE
hasoc_de_23	@ZDF @ZDFheute Jetzt stellt euch mal vor, ein deutscher hätte das 9 Jährige Mädchen vergewaltigt und wäre durch Syrische Flüchtlinge gestellt worden. Sondersendungen der Dankbarkeit von #maischberger bis #illner plus Staatsbürgerschaft und Bundesverdienstkreuz wäre die Folge.	NOT	NONE
hasoc_de_24	Weil in #Bremen 50 Korane zerrissen wurden sendet das @ZDF 15 Minuten lang einen Bericht der Empörung. Das in #DessauRoßlau ein 9 Jähriges Mädchen von einem Flüchtling vergewaltigt und von Zeugen gestellt wurde, darüber schweigt das @ZDFheute https://t.co/cIhV0iZZzK	NOT	NONE
hasoc_de_25	@der_zmd Reden sie lieber einmal davon wieviel Kirchen und christliche Symbole hier in Europa vom ihren Glaubensideologen geschändet wurden. https://t.co/2uk4hSww2x	NOT	NONE
hasoc_de_26	Dem Bundestag ist es wichtiger gegen Rechts zu hetzen anstatt wichtige Anliegen zu bearbeiten. Machen die überhaupt noch etwas anderes ausser gegen die AfD kämpfen?     https://t.co/i9JBfuOOA8    https://t.co/i9JBfuOOA8	NOT	NONE
hasoc_de_27	alle müssen etwas mehr tun❗    Sonst wird es viel Leid geben.     Mehr als 1945. Viel mehr❗    Und in jeder Hinsicht❗    https://t.co/dRlM3AiFtS    https://t.co/7ICQOswycy	NOT	NONE
hasoc_de_28	In Berlin werden künftig (auch) Studienabbrecher an öffentlichen Schulen Kinder unterrichten. Läuft in der Bildungsrepublik Deutschland.	NOT	NONE
hasoc_de_29	Ich persönlich finde, dass die Toilette der geeignete Platz für dieses Buch ist. Besser ist es allerdings es nicht zu kaufen und einbrechen geht zu weit.   Ermittelt der Staatschutz eigentlich auch bei der Schändung christlicher Kirchen und Friedhöfe?  https://t.co/SeG9Y9y7CM	NOT	NONE
hasoc_de_30	#AfD in #Brandenburg jetzt Nummer 1. Die Wahlen im Herbst werden das politische Gefüge in ganz 🇩🇪 erschüttern und vllt. auch die #GroKo sprengen. Ich freue mich drauf! https://t.co/70lk4y0NZO	NOT	NONE
hasoc_de_31	+++ #Heimatschatzkiste: Ein Schritt in die richtige Richtung +++    Dazu erklärt der sozialpolitische Sprecher der #AfD-Fraktion, @MdLFernandes : https://t.co/0fJ2tXKkJm #ltmv #mv https://t.co/M1iTDGoHDz	NOT	NONE
hasoc_de_32	Nein, uns Ostdeutschen fehlt nicht der Kontakt zu Ausländern, sondern den Westdeutschen fehlt eher das Selbstbewusstsein und der Mut Kriminellen einen Riegel vorzuschieben  https://t.co/6o5r5FoWwh?  #AfD #AfDimBundestag	NOT	NONE
hasoc_de_33	Wir können sie nicht zwingen, mit uns zu regieren. Wir können sie aber dazu zwingen, immer dreistere, dem Wählerwillen widersprechende Verliererkoalitionen bilden zu müssen. https://t.co/WeL5lvIme0	NOT	NONE
hasoc_de_34	Nach suboptimalem Fahrverhalten zweier Autofahrer in #Bahrenfeld und #Altenwerder wurden ihre hochwertigen Fahrzeuge und die Führerscheine sichergestellt.  🏎️❌➡️https://t.co/l3Sa0suAjE https://t.co/RdzsCB8wqk	NOT	NONE
hasoc_de_35	Geplünderte Mittelschicht: Die Freude bei einer Gehaltserhöhung währt nur kurz, denn der Staat kassiert Deutschlands Durchschnittsverdiener gnadenlos ab. Von 100 Euro mehr bleibt am Ende weniger als die Hälfte!  #AfD #Bundestag  ➡️ https://t.co/IvqEsfjQuu  https://t.co/a3DB1HiG0i	NOT	NONE
hasoc_de_36	@mairpeda @Proteus93484191 @SPIEGELONLINE Nebenbei:... nicht nur um ihre Familien zu ernähren, sondern auch um diesen Staat zwangsweise zu finanzieren.	NOT	NONE
hasoc_de_37	„Wurde in den letzten Jahren vonseiten der Politik auf Verteilen statt Schaffen von Wohlstand gesetzt, steht uns ein noch radikalerer Weg bevor.“   Klasse, fundierter und bedrückender Lagebericht von @thinkBTO   https://t.co/DmziXwAWIZ	NOT	NONE
hasoc_de_38	@Tiefseher @welt Wenn der Staat damit wenigstens für die Zukunft sorgen würde! Bildung, Innovation, Infrastruktur, .... stattdessen Sozialstaat für alle.	NOT	NONE
hasoc_de_39	💩👉'Cohn-Bendit ist kein altersverwirrter Spinner, sondern ein knallharter machtgeiler Kaderschmied der modernen Herrschsucht'. 👈💩  https://t.co/PzlYD9T2RP	HOF	OFFN
hasoc_de_40	Kein Mythos, sondern Realität: In Deutschland muss ein Durchschnittsverdiener mehr als die Hälfte von jedem zusätzlich verdienten Euro an den Staat abführen https://t.co/83peE4I8P4 @welt https://t.co/whsl46ykdT	NOT	NONE
hasoc_de_41	@JohnStefan27 Bei der Veranstaltung sind auch alle 'öffentlichen Leute' herzlich willkommen :) *fl	NOT	NONE
hasoc_de_42	@PolizeiHamburg Ist dass nur für die Akademie oder auch für öffentliche Leute!?	NOT	NONE
hasoc_de_43	SEID AUCH MIT DABEI! #activecityday  Wir sind es schon &amp; 365 Tage im Jahr aktiv in unserer Stadt. #hamburgactivecity  Kommt zum Training für das Deutsche Sportabzeichen mit unserer Polizeiakademie  13. Juni 2019 | 8-15 Uhr | Leichtathletikhalle in #Winterhude  https://t.co/LO9xLoPk6z https://t.co/DaURbxecsW	NOT	NONE
hasoc_de_44	#Spendentour2019🚴‍♂️🚴‍♂️🚴‍♂️  Vier unserer Kollegen, mit streckenweise weiteren 'Mitfahrern', sind seit Freitag mit dem Fahrrad auf Deutschlandtour durch die Hauptstädte aller Bundesländer und sammeln Spenden. #helfernhelfen  Mehr Infos:  https://t.co/XOhuq6V2yH https://t.co/EPOfuDwWLi	NOT	NONE
hasoc_de_45	#Spendentour2019 #helfernhelfen🚴‍♂️🚴‍♂️🚴‍♂️  Am Sonntag haben unsere Radler nach 1000 Höhenmetern &amp; 120 km Weimar erreicht. Heute sind sie in Berlin und machen sich auf den Weg zur Kattenstiegsmühle um morgen Schwerin zu erreichen.  Mehr Infos: https://t.co/dEm1WOSI9N https://t.co/DyjdDFXsE5	NOT	NONE
hasoc_de_46	Ich drücke @SebastianWippel jetzt erst recht die Daumen - dafür, dass er als erster #AfD-Politiker das Amt des Oberbürgermeisters bekleidet. Dass er dies im Sinne der Bürger von #Görlitz ausüben wird, daran besteht nicht der geringste Zweifel.  #Wippel  ➡️ https://t.co/shgWZHzHHM https://t.co/y0h9y6zee5	NOT	NONE
hasoc_de_47	👍💪👍💪👍💪👍💪'Es reiche aus, wenn die Aktion grundsätzlich geeignet gewesen sei, jemanden einzuschüchtern, befand der BGH. Das Landgericht hat dies nun mit der Verurteilung bejaht. Einige Verteidiger kündigten bereits an, Revision einzulegen'.  https://t.co/NjTVrqfXgl	NOT	NONE
hasoc_de_48	Diese Art und Weise, Menschen zu verteufeln, die anders leben oder denken als man selbst... das macht mich echt wütend. Leute fahren mit dem Auto zur Arbeit, um ihre Familien zu ernähren. Jürgen #Trittin lässt sich fahren. https://t.co/X4IKCbbC7j via @SPIEGELONLINE	NOT	NONE
hasoc_de_49	ISDN verbieten, Glasfaserkabel verbieten, Kabelfernsehen verbieten, Digitalisierung der Telefonie verbieten ...   Sogar Computer wollten die #GRÜNEN nicht. Ein Blick in frühere Parteiprogramme zeigt die  Tradition von @Die_Gruenen als #Verbotspartei   Quelle https://t.co/zZnJh933qD https://t.co/PwWQOJbLqT	NOT	NONE
hasoc_de_50	Die #AfD warnt schon lange davor, dass die Schule von links-grünen Lehrern unter Missachtung des #Beutelsbacher_Konsens zur politischen Beeinflussung der Schüler missbraucht wird. Man fühlt sich in schlimmste #DDR-Zeiten zurückversetzt. #Neutrale_Schule https://t.co/pk4NIf4acJ	NOT	NONE
hasoc_de_51	Nichts ist in Deutschland mehr unmöglich👎 https://t.co/E4d0GMDxnd	NOT	NONE
hasoc_de_52	#GörlitzistschlauGörlitzwähltblau 🇩🇪    Ein klares JA für @SebastianWippel     Bundesweit starten Migranten, Juden und Homosexuelle einen Gegenprotest. Zuvor hatte 'Hollywood' dazu aufgerufen den #AfD OB.-Kandidaten nicht zu wählen. https://t.co/pLiVzXpnl5	NOT	NONE
hasoc_de_53	'Ein Video von 75 illegalen Migranten auf einem Schiff in Zarzis sorgte für Aufregung. Die vorwiegend jungen Männer skandierten ihre Forderung nach Einreise in d EU. Die tunesische Regierung hat jetzt beschlossen: Die Männer müssen in ihre Heimat zurück.'    https://t.co/QYoUcvpJG6	NOT	NONE
hasoc_de_54	#Geldern: Zwei mit osteuropäischem Akzent sprechende Jugendliche überfallen morgens zwei #Geschwisterkinder auf dem Schulweg und fordern Geld, treten dem 12-Jährigen in den Bauch, schlagen die Köpfe der Brüder zusammen, die kein Geld dabei haben  https://t.co/IhhfaZHMX2	NOT	NONE
hasoc_de_55	#Offenburg 25 Jähriger Somalier verprügelt 75 Jährigen Senior. Tritt solange auf den Kopf des am Boden liegenden Seniors ein, bis dieser bewusstlos ist und mit schweren Kopfverletzungen in die Klinik kommt. https://t.co/o2FwcnELug	NOT	NONE
hasoc_de_56	Bürgermeister-Wahlen in #Italien: Deutsche Medien verschweigen, dass massenhaft sozialistische Hochburgen an #Salvini's Lega fallen.  (Grüne spielen dort übrigens keine Rolle.)  ;)  https://t.co/Vyurx73K8D	NOT	NONE
hasoc_de_57	@derorient @Pegasia111 @Uwe_Junge_MdL ...und wahrscheinlich können Sie diese Behauptung mit Fakten unterlegen...	NOT	NONE
hasoc_de_58	Ein Kleinkind über die Balkonbrüstung halten und damit drohen es in die Tiefe fallen zu lassen, bleibt straflos, wenn man dessen Vater und  'Flüchtling' ist, der  gerade von der Polizei nach #Albanien abgeschoben werden soll. Freispruch! #Krefeld https://t.co/AOLBaLY9v8	NOT	NONE
hasoc_de_59	@reis_angebrannt @derorient @Pegasia111 In diesem Land ist jeder rechts™/rechtsextrem™, der nicht innerhalb der von Linkslinken &amp; Grünen definierten Markierung 🎯 steht.  Protestierende Bürger &amp; Eltern einer 'Schützt unsere Kinder'-Demo #Dessau =rechtsextrem™.  So soll legitimer Protest diskreditiert werden. 🤦🏻‍♀️   1/2 https://t.co/E9DdGkBNFa	NOT	NONE
hasoc_de_60	@reis_angebrannt @derorient @Pegasia111 2/2  Der spontanen Demo in #Dessau #Rosslau lag ein schwerer sexueller Missbrauch an einem 9jährigen(!) Mädchen durch 27j. #Asylbewerber aus #Niger zugrunde  der inzwischen verhaftet werden konnte.  #Dramatisierung unerwünscht [#Faktenfinder]  #RefugeesWelcome  https://t.co/TliEfk1zId	NOT	NONE
hasoc_de_61	„Ohne ausreichend Personal, den richtigen Einsatzmitteln und vor allem dem politischen Willen, gepaart mit dem nötigen Rückhalt und Vertrauen in die @polizeiberlin, wird dort nie Ruhe einkehren.“ *BN @BZ_NachtFloh @bzberlin https://t.co/OjnW5mtRqv	NOT	NONE
hasoc_de_62	Die deutsch / iranische Freundschaft - In Herzlichkeit verbunden.  Ich möchte hier offiziell betonen, daß Herr #Steinmeier nicht mein Präsident und @HeikoMaas sicherlich auch nicht mein Außenminister ist. Shalom. #Bundesregierung #Steinmeier #Israel #Antisemitismus https://t.co/f6tHcp9I6e	NOT	NONE
hasoc_de_63	Wenn die das nächste Mal nach Görlitz kommen, können sie die Patenschaft für einige hundert Schutzsuchende übernehmen und,um sich besser zu kümmern, sie gleich mitnehmen.  Offener Brief vor OBM-Wahl - Hollywood-Stars bitten Görlitzer: Wählt weise! https://t.co/Rjw2gtXJA8 via @LVZ	NOT	NONE
hasoc_de_64	@Ich_hake_nach @LVZ Ich rufe dazu auf, von nun an die Filme / Bücher mit &amp; von 👇 zu boykottieren!    - @daniel_bruhl  - @ElleVisionnaire  - Burghardt Klaußner   -  @brigittebrochet  - @boxingondvd  - @danielkehlmann  - Bernhard Schlink    Gleiches gilt auch für Veranstaltungen &amp; Merchandising jeglicher Art.	NOT	NONE
hasoc_de_65	@ostmann1977 @LVZ @daniel_bruhl @ElleVisionnaire @brigittebrochet @boxingondvd @danielkehlmann Bin von ganzem Herzen 💙dabei. #AfD #AfDwählen   Deutschland hat nur mit der AfD eine Chance auf Zukunft.   Sonst werden wir alle @Einzelfallinfos  PS: Und @LVZ lesen und kaufen sollte tabu sein. Gehört außerdem zu 20% #SPD .	NOT	NONE
hasoc_de_66	@ostmann1977 @LVZ @daniel_bruhl @ElleVisionnaire @brigittebrochet @boxingondvd @danielkehlmann An die Hollywood-Phantasten:  Wir wählen #Afd weil wir unsere Freiheit erhalten wollen, bedroht von einer, von Altparteien geförderten, Ideologie mit Endziel Weltherrschaft, weltweit für hunderttausende Tote/Verletzte verantwortlich, auch in Deutschland,   https://t.co/QoHdTI3tl2 https://t.co/QtcRL1EKAo	NOT	NONE
hasoc_de_67	@ArasBacho Wer hat dem kriminellen Grapscher das geschrieben? So viel IQ hat der nicht, dass der auch nur einen Satz fehlerfrei schreiben kann.	HOF	OFFN
hasoc_de_68	@ArasBacho ● Massive Eingriffe in die Freiheitsrechte  ● Schwächung der wirtschaftlichen Mitte  ● Massive Steuermehrbelastung der Bürger  ● Sozialistische Tendenzen #r2g    Vier Gründe, die #Gruenen nicht mehr zu wählen...    Und nun? 🤔  #Kanzlerkandidatin	NOT	NONE
hasoc_de_69	,,..der Reporter...seinen Presseausweis [zückte] u sich mit einem Abstand von &lt; 20 cm vor dem Gesicht eines Beamten aufbaute. Er meinte nach Polizeiangaben, dass man ihm gar nichts könne, da er Journalist sei.'     ,,Polizei: Kein Benehmen trotz hohem Bildungsabschluss'  #ZDF https://t.co/3wbk8zh4V4	NOT	NONE
hasoc_de_70	Früher warst du 30 Jahre eingesperrt.   Oder du hast dein eigenes Leben riskiert, für die Idee Freiheit und Demokratie.  Heute reicht Schulschwänzen gegen den Klimawandel für den #Friedensnobelpreis.  Den Preis kann man schon vergessen. https://t.co/fKF9VkGt5t	NOT	NONE
hasoc_de_71	@Atze030 @GefrKamnitzer @TichysEinblick Merkel hinterlässt verbrannte Erde, für die CDU, aber sogar auch außenpolitisch. Dass ihr der amerikanische Präsident nicht einmal mehr die Hand gibt, zeigt den schweren Flurschaden, an dem sie nicht unschuldig ist.	NOT	NONE
hasoc_de_72	😂👍da fragt man sich ,was feiern die denn da !? Sich selbst,da sie auf den Grünen Ideologen Zug aufgesprungen sind !? 🙂    https://t.co/dF2W3Sb0B2	NOT	NONE
hasoc_de_73	Wenn Sie sich über zu hohe Steuern ärgern - vielleicht sind es gerade Ihre Euros, die als Entwicklungshilfe nach China fließen. Dort ist das Geld ja auch besser angelegt als im deutschem Bildungssystem. https://t.co/XhLNvbve2G	NOT	NONE
hasoc_de_74	In der Regionalbahn #BadenBaden nach #Rastatt erklärt ein #Migrant einer Seniorin wie Integration in Deutschland funktioniert 'Deutschland ist nicht mehr ihr Land, vergessen sie das nicht!' https://t.co/kFep87MQQO	NOT	NONE
hasoc_de_75	Die Bergung der Leiche im #Ankerzentrum #Regensburg war zunächst nicht möglich, da die Polizei 2 Stunden von Bewohnern angegriffen wurde. Anzeigen oder Festnahmen gab es übrigens nicht. https://t.co/ySkVfuLWbu	NOT	NONE
hasoc_de_76	Mehr als 10.000 Euro im Monat: Abgeordnetendiäten steigen auf Rekordhoch ‼️ https://t.co/jqWbPCL1YV	NOT	NONE
hasoc_de_77	In #Gotha gab es nahe einem #Einkaufszentrum eine Schießerei. Ein Polizeibeamter wurde verletzt, ein Verdächtiger festgenommen. Zu den Hintergründen schweigt die Polizei https://t.co/YF4wEO3Sg9	NOT	NONE
hasoc_de_78	#Berlin: Palästinenser attackieren in Neukölln am sog. “Palästinenser-Tag” den israelischen Musiker Daniel Gurfinkel massiv und beschimpfen ihn judenfeindlich - Video des Vorfalls zeigt, wie er eingekreist und geschlagen wird #Antisemitismus  https://t.co/WQTDWBTrQT	NOT	NONE
hasoc_de_79	#Regensburg: Syrer (16) schlägt bei einer Geburtstagsfeier in einer Sportgaststätte einer 18-Jährigen ins Gesicht und zückt ein Einhand-#Messer - als Gäste dazwischengehen eskaliert die Situation, es kommt zur #Massenschlägerei mit mehreren Verletzten  https://t.co/MybWYp37p0	NOT	NONE
hasoc_de_80	#Regensburg Während einer Geburtstagsfeier in einer Sportgaststätte schlägt ein 16 Jähriger syrischer Flüchtling einer 18 Jährigen ins Gesicht und zieht ein Einhandmesser. Einschreitende Gäste finden sich in einer Massenschlägerei wieder https://t.co/ptHc7gfPAP	NOT	NONE
hasoc_de_81	Das @bka befürchtet, dass Mitglieder der Tschetschenischen Mafia Wachschutzaufträge für Dienstgebäude der Polizei darunter #SEK und #MEK erhalten haben und sensible Informationen erhalten haben. Die innere Sicherheit in Deutschland ist kaputt.  https://t.co/8RRHUsMkLN	NOT	NONE
hasoc_de_82	Lehrerin aus Sachsen berichtet, dass es im Lehrerzimmer 'seit etwa 2 Jahren keine politischen Diskussionen mehr gibt ... keiner traut sich, seinem Herzen diesbezüglich Luft zu machen ... Ich empfinde die Situation heute noch bedrückender als vor 1989.'  https://t.co/tjqNo8ivES	NOT	NONE
hasoc_de_83	Alfred Nobel würde sich im Grab rumdrehen.  Ein Obama (führte die meisten Kriege im Amt eines US-Präsident), wurde der Friedensnobelpreis verliehen.  Nun ein psychisch krankes Kind, steht nun ganz weit oben auf der Liste für die Verleihung des 'Friedensnobelpreis'.  Sind die krank?	HOF	OFFN
hasoc_de_84	Während in #Berlin fleissig Häuser für Flüchtlinge gebaut und das Taschengeld auf 150€ erhöht wird, rechnet das Sozialamt einem bedürftigen deutschen, die Lebensmittelspenden der #Tafel als 2900€ Einnahme im Jahr an. https://t.co/usBbMNhNp4	NOT	NONE
hasoc_de_85	#Pforzheim: Arabischsprachiger Mann zerrt eine Frau aus dem Bus, die sich über seinen Lärm beschwerte, spuckt ihr ins Gesicht, ohrfeigt sie und tritt die 48-Jährige derart in den Bauch, dass sie verletzt zu Boden geht  https://t.co/JG8cHTaGsb	NOT	NONE
hasoc_de_86	#Koeln Weil die Irakerin Zozan sich scheiden lies und ein eigenständiges Europäisches Leben ohne Zwang führen wollte, wurde sie von Ex-Ehemann Dilgasch mit Kopfschüssen hingerichtet. Das gehört nunmal jetzt zu Deutschland https://t.co/YHoN7HaTPY	NOT	NONE
hasoc_de_87	Diese Videos werden dann nach Hause geschickt, wo man sich köstlich über unseren Staat amüsiert. Zu Recht! #Regensburg https://t.co/0UOOuTeyLl	NOT	NONE
hasoc_de_88	#München: Bankräuber droht mit Bombe: #Fotofahndung nach einem arabisch wirkendem Täter, der mit Hilfe eines beschriebenen Zettels wortlos Geld fordert, mit einer Bombe droht und mit 10.000 € die Flucht ergreift  https://t.co/TJKqPK8Y5D	NOT	NONE
hasoc_de_89	- 14000 Straftaten in 3 Jahren   - 104 Clans ins #NRW   - 20% Der Taten von 2 Familien verübt   - 6450 Clanverdächtige  - 2 Tötungsdelikte  Innenminister @hreul sollte zugeben, dass Migration und Sicherheit in #NRW ausser Kontrolle geraten sind https://t.co/NzhsH84IpA	NOT	NONE
hasoc_de_90	Kriminelle #Clans: immerhin, das Thema wird angesprochen. Dass es aber überhaupt soweit kommen konnte, ist eine #Bankrotterklärung des #Rechtsstaates. Diese Clans gibt es schon lange. Dass es fast immer #Migranten sind, ist auch klar. #Kriminalität https://t.co/Dro44CLUMz	NOT	NONE
hasoc_de_91	In #Hamm wird dieses Herzchen gesucht. Er stieß einen 65 Jahrigen sehbehinderten Mann aus dem Aufzug, als dieser den Aufzug betreten wollte. Der Senior verletzte sich beim Sturz erheblich https://t.co/pbSPhgNGu6 https://t.co/9t1lcqnbq5	NOT	NONE
hasoc_de_92	#Seehofer sprach von „Herrschaft des Unrechts“. Jetzt sagt er über #Merkel „Wir sollten in der Union stolz sein, dass so eine herausragende Persönlichkeit aus unseren Reihen kommt.“ Der zieht eine Schleimspur von München bis Berlin. #Schleimhofer #AfD  https://t.co/fF48wRjAsM	NOT	NONE
hasoc_de_93	#Hannover Prozess um die versuchte Vergewaltigung einer #Bachelor Kandidatin 'Baby Baby i need to fuck' sagte der Flüchtling aus #Guinea während er sein Opfer würgte. Bei der Festnahme verletzte er Polizisten und beleidigte sie als Rassisten https://t.co/P35zZd5rEy	NOT	NONE
hasoc_de_94	100 Clans mit drei- und vierstelligen Mitgliederzahlen, 14000 Straftaten in drei Jahren, 6500 Tatverdächtige aus dem Milieu der arabisch-/türkischstämmigen Grossfamilien: Und das ist nicht Deutschland, das ist nur NRW. https://t.co/064y2I9ykx via @nzz von @Jonas_Hermann	NOT	NONE
hasoc_de_95	Fastenbrechen in Triberg, Bürgermeister &amp; Pfarrer sind auch dabei,die Bürgermeister-Sekretärin aber sitzt bei den Frauen, denn es herrscht 'strikte Trennung der Geschlechter - ausschließlich Männer waren beim Fastenbrechen', Frauen sind in separaten Räumen  https://t.co/cN5AlprnNC	NOT	NONE
hasoc_de_96	@der_zmd Über Morde u.Gewaltaten von Deutschen oder Christen wird nicht so ein Spektakel gemacht!! Wer sollte denn in die Moschee reinkommen,auch ein Witz.Kein Fremder darf hinein.Kommt mal wieder auf den Boden ,Bücher sind zu ersetzen Diese Propaganda überall finde ich abscheulich	NOT	NONE
hasoc_de_97	Das Schöne am Klimawandel: Damit lässt sich von der massiven Steuererhöhung über die Einschränkung der Reisefreiheit bis zur Beschneidung von Meinungs- und Pressefreiheit jede Maßnahme rechtfertigen, die linken Psychpathen nur einfallen kann. Deshalb fahren die so darauf ab.	HOF	OFFN
hasoc_de_98	Uni-Senat *hagelvoll? Jetzt kommt der #Gender-Zwang an der Ernst-Moritz-Arndt-Universität zu Greifswald!    Aus Orten der Freiheit und der offenen Debatten sind vielerorts mittlerweile Götzentempel der politischen Korrektheit geworden. Handwerk legen! #AfD https://t.co/O5g2g8T3lZ	NOT	NONE
