text,label
"Da musste der Moderator wohl 2 mal hinschauen bei dem Ergebnis. Immerhin wird im MDR wohl nicht gefälscht, zumindest bei der Umfrage nicht.  https://t.co/YETOBADLN6 https://t.co/rZXfi3xVEv",0
"EU-Kommissar Frans #Timmermans sagt, der Islam gehört seit 2000 (!) Jahren zu Europa. Interessant – Demnach war der Prophet Mohammed also ein Zeitgenosse von Jesus und Augustus? #Bildungsdesaster #Geschichtsklitterung   https://t.co/T05TnXa7WS",0
"Wenn ein #Syrer den @Die_Gruenen erzählt, dass er sich wegen kriminellen Flüchtlingen in Deutschland unsicher fühlt, wird er von den #Gruenen als #AFD Propagandist und Rechter Hetzer verunglimpft. Ein SYRER! 😂😂😂 https://t.co/JRU8jPFH2e",0
"#Berlin: Ibrahima D. (24) von der Elfenbeinküste überfällt an einem Abend vier Frauen in Kreuzberg brutal, raubt ihnen Geld und Handys - vor #Gericht rechtfertigt er sich mit: “Andere machen viel Schlimmeres”  https://t.co/pIZUpr1taV",0
IS-Terror-Verdächtiger Salafist in #Koeln festgenommen.  Der Deutsch-Tunesier Sabri Ben A. gilt als Größe im produzieren von Propagandavideos. Er soll mehrfach nach #Syrien gereist und ein Terrorcamp mit Gegenständen im Wert von 80.000€ ausgerüstet haben https://t.co/dzdNI4rroU,0
Einreise per Flugzeug: Regierung erklärt Flüchtlingszahlen zur Geheimsache / AfD prüft rechtliche Schritte https://t.co/r6ijPQ7u6y,0
"Wegen Volksverhetzung kann nach derzeitiger Rechtslage nicht bestraft werden, wer seine Hetze gegen Deutsche richtet, um diese Ungleichbehandlung zu ändern, hat AfD Gesetzentwurf vorgelegt, aber Rechtsausschuss lehnt AfD-Antrag auf Anhörung von Experten ab  https://t.co/5uhuPCMyu3",0
"@aufklaerer2017 @ZDF @ZDFheute dass 350 Deutsche durch 'Flüchtling/Schutzsuchende' brutal ermordert wurden seit 2015 oder in einem Jahr, ist natürlich im Vergleich zum Zerreissen Koran nichts.. man, man diese Journalie ist nicht zum Aushalten.",0
"@ZDF @ZDFheute Jetzt stellt euch mal vor, ein deutscher hätte das 9 Jährige Mädchen vergewaltigt und wäre durch Syrische Flüchtlinge gestellt worden. Sondersendungen der Dankbarkeit von #maischberger bis #illner plus Staatsbürgerschaft und Bundesverdienstkreuz wäre die Folge.",0
"Weil in #Bremen 50 Korane zerrissen wurden sendet das @ZDF 15 Minuten lang einen Bericht der Empörung. Das in #DessauRoßlau ein 9 Jähriges Mädchen von einem Flüchtling vergewaltigt und von Zeugen gestellt wurde, darüber schweigt das @ZDFheute https://t.co/cIhV0iZZzK",0
Dem Bundestag ist es wichtiger gegen Rechts zu hetzen anstatt wichtige Anliegen zu bearbeiten. Machen die überhaupt noch etwas anderes ausser gegen die AfD kämpfen?     https://t.co/i9JBfuOOA8    https://t.co/i9JBfuOOA8,0
alle müssen etwas mehr tun❗    Sonst wird es viel Leid geben.     Mehr als 1945. Viel mehr❗    Und in jeder Hinsicht❗    https://t.co/dRlM3AiFtS    https://t.co/7ICQOswycy,0
In Berlin werden künftig (auch) Studienabbrecher an öffentlichen Schulen Kinder unterrichten. Läuft in der Bildungsrepublik Deutschland.,0
"Ich persönlich finde, dass die Toilette der geeignete Platz für dieses Buch ist. Besser ist es allerdings es nicht zu kaufen und einbrechen geht zu weit.   Ermittelt der Staatschutz eigentlich auch bei der Schändung christlicher Kirchen und Friedhöfe?  https://t.co/SeG9Y9y7CM",0
#AfD in #Brandenburg jetzt Nummer 1. Die Wahlen im Herbst werden das politische Gefüge in ganz 🇩🇪 erschüttern und vllt. auch die #GroKo sprengen. Ich freue mich drauf! https://t.co/70lk4y0NZO,0
"+++ #Heimatschatzkiste: Ein Schritt in die richtige Richtung +++    Dazu erklärt der sozialpolitische Sprecher der #AfD-Fraktion, @MdLFernandes : https://t.co/0fJ2tXKkJm #ltmv #mv https://t.co/M1iTDGoHDz",0
"Nein, uns Ostdeutschen fehlt nicht der Kontakt zu Ausländern, sondern den Westdeutschen fehlt eher das Selbstbewusstsein und der Mut Kriminellen einen Riegel vorzuschieben  https://t.co/6o5r5FoWwh?  #AfD #AfDimBundestag",0
"Wir können sie nicht zwingen, mit uns zu regieren. Wir können sie aber dazu zwingen, immer dreistere, dem Wählerwillen widersprechende Verliererkoalitionen bilden zu müssen. https://t.co/WeL5lvIme0",0
"@mairpeda @Proteus93484191 @SPIEGELONLINE Nebenbei:... nicht nur um ihre Familien zu ernähren, sondern auch um diesen Staat zwangsweise zu finanzieren.",0
"„Wurde in den letzten Jahren vonseiten der Politik auf Verteilen statt Schaffen von Wohlstand gesetzt, steht uns ein noch radikalerer Weg bevor.“   Klasse, fundierter und bedrückender Lagebericht von @thinkBTO   https://t.co/DmziXwAWIZ",0
"@Tiefseher @welt Wenn der Staat damit wenigstens für die Zukunft sorgen würde! Bildung, Innovation, Infrastruktur, .... stattdessen Sozialstaat für alle.",0
"💩👉'Cohn-Bendit ist kein altersverwirrter Spinner, sondern ein knallharter machtgeiler Kaderschmied der modernen Herrschsucht'. 👈💩  https://t.co/PzlYD9T2RP",1
"Kein Mythos, sondern Realität: In Deutschland muss ein Durchschnittsverdiener mehr als die Hälfte von jedem zusätzlich verdienten Euro an den Staat abführen https://t.co/83peE4I8P4 @welt https://t.co/whsl46ykdT",0
@JohnStefan27 Bei der Veranstaltung sind auch alle 'öffentlichen Leute' herzlich willkommen :) *fl,0
@PolizeiHamburg Ist dass nur für die Akademie oder auch für öffentliche Leute!?,0
SEID AUCH MIT DABEI! #activecityday  Wir sind es schon &amp; 365 Tage im Jahr aktiv in unserer Stadt. #hamburgactivecity  Kommt zum Training für das Deutsche Sportabzeichen mit unserer Polizeiakademie  13. Juni 2019 | 8-15 Uhr | Leichtathletikhalle in #Winterhude  https://t.co/LO9xLoPk6z https://t.co/DaURbxecsW,0
"#Spendentour2019🚴‍♂️🚴‍♂️🚴‍♂️  Vier unserer Kollegen, mit streckenweise weiteren 'Mitfahrern', sind seit Freitag mit dem Fahrrad auf Deutschlandtour durch die Hauptstädte aller Bundesländer und sammeln Spenden. #helfernhelfen  Mehr Infos:  https://t.co/XOhuq6V2yH https://t.co/EPOfuDwWLi",0
"👍💪👍💪👍💪👍💪'Es reiche aus, wenn die Aktion grundsätzlich geeignet gewesen sei, jemanden einzuschüchtern, befand der BGH. Das Landgericht hat dies nun mit der Verurteilung bejaht. Einige Verteidiger kündigten bereits an, Revision einzulegen'.  https://t.co/NjTVrqfXgl",0
"Diese Art und Weise, Menschen zu verteufeln, die anders leben oder denken als man selbst... das macht mich echt wütend. Leute fahren mit dem Auto zur Arbeit, um ihre Familien zu ernähren. Jürgen #Trittin lässt sich fahren. https://t.co/X4IKCbbC7j via @SPIEGELONLINE",0
"ISDN verbieten, Glasfaserkabel verbieten, Kabelfernsehen verbieten, Digitalisierung der Telefonie verbieten ...   Sogar Computer wollten die #GRÜNEN nicht. Ein Blick in frühere Parteiprogramme zeigt die  Tradition von @Die_Gruenen als #Verbotspartei   Quelle https://t.co/zZnJh933qD https://t.co/PwWQOJbLqT",0
Nichts ist in Deutschland mehr unmöglich👎 https://t.co/E4d0GMDxnd,0
"#GörlitzistschlauGörlitzwähltblau 🇩🇪    Ein klares JA für @SebastianWippel     Bundesweit starten Migranten, Juden und Homosexuelle einen Gegenprotest. Zuvor hatte 'Hollywood' dazu aufgerufen den #AfD OB.-Kandidaten nicht zu wählen. https://t.co/pLiVzXpnl5",0
'Ein Video von 75 illegalen Migranten auf einem Schiff in Zarzis sorgte für Aufregung. Die vorwiegend jungen Männer skandierten ihre Forderung nach Einreise in d EU. Die tunesische Regierung hat jetzt beschlossen: Die Männer müssen in ihre Heimat zurück.'    https://t.co/QYoUcvpJG6,0
"#Geldern: Zwei mit osteuropäischem Akzent sprechende Jugendliche überfallen morgens zwei #Geschwisterkinder auf dem Schulweg und fordern Geld, treten dem 12-Jährigen in den Bauch, schlagen die Köpfe der Brüder zusammen, die kein Geld dabei haben  https://t.co/IhhfaZHMX2",0
"#Offenburg 25 Jähriger Somalier verprügelt 75 Jährigen Senior. Tritt solange auf den Kopf des am Boden liegenden Seniors ein, bis dieser bewusstlos ist und mit schweren Kopfverletzungen in die Klinik kommt. https://t.co/o2FwcnELug",0
"Bürgermeister-Wahlen in #Italien: Deutsche Medien verschweigen, dass massenhaft sozialistische Hochburgen an #Salvini's Lega fallen.  (Grüne spielen dort übrigens keine Rolle.)  ;)  https://t.co/Vyurx73K8D",0
@derorient @Pegasia111 @Uwe_Junge_MdL ...und wahrscheinlich können Sie diese Behauptung mit Fakten unterlegen...,0
"Ein Kleinkind über die Balkonbrüstung halten und damit drohen es in die Tiefe fallen zu lassen, bleibt straflos, wenn man dessen Vater und  'Flüchtling' ist, der  gerade von der Polizei nach #Albanien abgeschoben werden soll. Freispruch! #Krefeld https://t.co/AOLBaLY9v8",0
"@reis_angebrannt @derorient @Pegasia111 In diesem Land ist jeder rechts™/rechtsextrem™, der nicht innerhalb der von Linkslinken &amp; Grünen definierten Markierung 🎯 steht.  Protestierende Bürger &amp; Eltern einer 'Schützt unsere Kinder'-Demo #Dessau =rechtsextrem™.  So soll legitimer Protest diskreditiert werden. 🤦🏻‍♀️   1/2 https://t.co/E9DdGkBNFa",0
"Die deutsch / iranische Freundschaft - In Herzlichkeit verbunden.  Ich möchte hier offiziell betonen, daß Herr #Steinmeier nicht mein Präsident und @HeikoMaas sicherlich auch nicht mein Außenminister ist. Shalom. #Bundesregierung #Steinmeier #Israel #Antisemitismus https://t.co/f6tHcp9I6e",0
"Wenn die das nächste Mal nach Görlitz kommen, können sie die Patenschaft für einige hundert Schutzsuchende übernehmen und,um sich besser zu kümmern, sie gleich mitnehmen.  Offener Brief vor OBM-Wahl - Hollywood-Stars bitten Görlitzer: Wählt weise! https://t.co/Rjw2gtXJA8 via @LVZ",0
"@Ich_hake_nach @LVZ Ich rufe dazu auf, von nun an die Filme / Bücher mit &amp; von 👇 zu boykottieren!    - @daniel_bruhl  - @ElleVisionnaire  - Burghardt Klaußner   -  @brigittebrochet  - @boxingondvd  - @danielkehlmann  - Bernhard Schlink    Gleiches gilt auch für Veranstaltungen &amp; Merchandising jeglicher Art.",0
@ostmann1977 @LVZ @daniel_bruhl @ElleVisionnaire @brigittebrochet @boxingondvd @danielkehlmann Bin von ganzem Herzen 💙dabei. #AfD #AfDwählen   Deutschland hat nur mit der AfD eine Chance auf Zukunft.   Sonst werden wir alle @Einzelfallinfos  PS: Und @LVZ lesen und kaufen sollte tabu sein. Gehört außerdem zu 20% #SPD .,0
"@ostmann1977 @LVZ @daniel_bruhl @ElleVisionnaire @brigittebrochet @boxingondvd @danielkehlmann An die Hollywood-Phantasten:  Wir wählen #Afd weil wir unsere Freiheit erhalten wollen, bedroht von einer, von Altparteien geförderten, Ideologie mit Endziel Weltherrschaft, weltweit für hunderttausende Tote/Verletzte verantwortlich, auch in Deutschland,   https://t.co/QoHdTI3tl2 https://t.co/QtcRL1EKAo",0
"@ArasBacho Wer hat dem kriminellen Grapscher das geschrieben? So viel IQ hat der nicht, dass der auch nur einen Satz fehlerfrei schreiben kann.",1
"@ArasBacho ● Massive Eingriffe in die Freiheitsrechte  ● Schwächung der wirtschaftlichen Mitte  ● Massive Steuermehrbelastung der Bürger  ● Sozialistische Tendenzen #r2g    Vier Gründe, die #Gruenen nicht mehr zu wählen...    Und nun? 🤔  #Kanzlerkandidatin",0
",,..der Reporter...seinen Presseausweis [zückte] u sich mit einem Abstand von &lt; 20 cm vor dem Gesicht eines Beamten aufbaute. Er meinte nach Polizeiangaben, dass man ihm gar nichts könne, da er Journalist sei.'     ,,Polizei: Kein Benehmen trotz hohem Bildungsabschluss'  #ZDF https://t.co/3wbk8zh4V4",0
"@Atze030 @GefrKamnitzer @TichysEinblick Merkel hinterlässt verbrannte Erde, für die CDU, aber sogar auch außenpolitisch. Dass ihr der amerikanische Präsident nicht einmal mehr die Hand gibt, zeigt den schweren Flurschaden, an dem sie nicht unschuldig ist.",0
"😂👍da fragt man sich ,was feiern die denn da !? Sich selbst,da sie auf den Grünen Ideologen Zug aufgesprungen sind !? 🙂    https://t.co/dF2W3Sb0B2",0
"Wenn Sie sich über zu hohe Steuern ärgern - vielleicht sind es gerade Ihre Euros, die als Entwicklungshilfe nach China fließen. Dort ist das Geld ja auch besser angelegt als im deutschem Bildungssystem. https://t.co/XhLNvbve2G",0
"In der Regionalbahn #BadenBaden nach #Rastatt erklärt ein #Migrant einer Seniorin wie Integration in Deutschland funktioniert 'Deutschland ist nicht mehr ihr Land, vergessen sie das nicht!' https://t.co/kFep87MQQO",0
"Die Bergung der Leiche im #Ankerzentrum #Regensburg war zunächst nicht möglich, da die Polizei 2 Stunden von Bewohnern angegriffen wurde. Anzeigen oder Festnahmen gab es übrigens nicht. https://t.co/ySkVfuLWbu",0
Mehr als 10.000 Euro im Monat: Abgeordnetendiäten steigen auf Rekordhoch ‼️ https://t.co/jqWbPCL1YV,0
"In #Gotha gab es nahe einem #Einkaufszentrum eine Schießerei. Ein Polizeibeamter wurde verletzt, ein Verdächtiger festgenommen. Zu den Hintergründen schweigt die Polizei https://t.co/YF4wEO3Sg9",0
"#Berlin: Palästinenser attackieren in Neukölln am sog. “Palästinenser-Tag” den israelischen Musiker Daniel Gurfinkel massiv und beschimpfen ihn judenfeindlich - Video des Vorfalls zeigt, wie er eingekreist und geschlagen wird #Antisemitismus  https://t.co/WQTDWBTrQT",0
#Regensburg Während einer Geburtstagsfeier in einer Sportgaststätte schlägt ein 16 Jähriger syrischer Flüchtling einer 18 Jährigen ins Gesicht und zieht ein Einhandmesser. Einschreitende Gäste finden sich in einer Massenschlägerei wieder https://t.co/ptHc7gfPAP,0
"Das @bka befürchtet, dass Mitglieder der Tschetschenischen Mafia Wachschutzaufträge für Dienstgebäude der Polizei darunter #SEK und #MEK erhalten haben und sensible Informationen erhalten haben. Die innere Sicherheit in Deutschland ist kaputt.  https://t.co/8RRHUsMkLN",0
"Alfred Nobel würde sich im Grab rumdrehen.  Ein Obama (führte die meisten Kriege im Amt eines US-Präsident), wurde der Friedensnobelpreis verliehen.  Nun ein psychisch krankes Kind, steht nun ganz weit oben auf der Liste für die Verleihung des 'Friedensnobelpreis'.  Sind die krank?",1
"Während in #Berlin fleissig Häuser für Flüchtlinge gebaut und das Taschengeld auf 150€ erhöht wird, rechnet das Sozialamt einem bedürftigen deutschen, die Lebensmittelspenden der #Tafel als 2900€ Einnahme im Jahr an. https://t.co/usBbMNhNp4",0
"#Pforzheim: Arabischsprachiger Mann zerrt eine Frau aus dem Bus, die sich über seinen Lärm beschwerte, spuckt ihr ins Gesicht, ohrfeigt sie und tritt die 48-Jährige derart in den Bauch, dass sie verletzt zu Boden geht  https://t.co/JG8cHTaGsb",0
"Diese Videos werden dann nach Hause geschickt, wo man sich köstlich über unseren Staat amüsiert. Zu Recht! #Regensburg https://t.co/0UOOuTeyLl",0
"Kriminelle #Clans: immerhin, das Thema wird angesprochen. Dass es aber überhaupt soweit kommen konnte, ist eine #Bankrotterklärung des #Rechtsstaates. Diese Clans gibt es schon lange. Dass es fast immer #Migranten sind, ist auch klar. #Kriminalität https://t.co/Dro44CLUMz",0
"In #Hamm wird dieses Herzchen gesucht. Er stieß einen 65 Jahrigen sehbehinderten Mann aus dem Aufzug, als dieser den Aufzug betreten wollte. Der Senior verletzte sich beim Sturz erheblich https://t.co/pbSPhgNGu6 https://t.co/9t1lcqnbq5",0
"#Seehofer sprach von „Herrschaft des Unrechts“. Jetzt sagt er über #Merkel „Wir sollten in der Union stolz sein, dass so eine herausragende Persönlichkeit aus unseren Reihen kommt.“ Der zieht eine Schleimspur von München bis Berlin. #Schleimhofer #AfD  https://t.co/fF48wRjAsM",0
#Hannover Prozess um die versuchte Vergewaltigung einer #Bachelor Kandidatin 'Baby Baby i need to fuck' sagte der Flüchtling aus #Guinea während er sein Opfer würgte. Bei der Festnahme verletzte er Polizisten und beleidigte sie als Rassisten https://t.co/P35zZd5rEy,0
"100 Clans mit drei- und vierstelligen Mitgliederzahlen, 14000 Straftaten in drei Jahren, 6500 Tatverdächtige aus dem Milieu der arabisch-/türkischstämmigen Grossfamilien: Und das ist nicht Deutschland, das ist nur NRW. https://t.co/064y2I9ykx via @nzz von @Jonas_Hermann",0
"Das Schöne am Klimawandel: Damit lässt sich von der massiven Steuererhöhung über die Einschränkung der Reisefreiheit bis zur Beschneidung von Meinungs- und Pressefreiheit jede Maßnahme rechtfertigen, die linken Psychpathen nur einfallen kann. Deshalb fahren die so darauf ab.",1
Uni-Senat *hagelvoll? Jetzt kommt der #Gender-Zwang an der Ernst-Moritz-Arndt-Universität zu Greifswald!    Aus Orten der Freiheit und der offenen Debatten sind vielerorts mittlerweile Götzentempel der politischen Korrektheit geworden. Handwerk legen! #AfD https://t.co/O5g2g8T3lZ,0
"@lawyerberlin @Lebensformation ich nenne jeden einen Barbaren, der aus religiösem Fanatismus Musikinstrumente zerstört. Wobei Barbar noch sehr milde ist.    VOR ALLEM DIE VOLLIDIOTEN, DIE ORGELN ZERSTÖREN!!     Und überhaupt Kirchenzerstörer!",1
Wann verklagt man solche Sitzungsleiterinnen nicht vor den Verfassungsgericht. Die Missbrauchen ihr Amt aufs schändlichste.                    https://t.co/urJDiqXgJj,0
"@rpo_kultur Ich hab zwar nie TKKG gehört, aber jetzt dreht die Welt endgültig durch. Erst war Pippi Langstrumpf ein Problem, jetzt TKKG ... was kommt als nächstes? Gebrüder Löwenherz? Unendliche Geschichte? Michel aus Lönneberga? Hänsel und Gretel? Oder Asterix und Obelix? Es reicht!",0
"@SaschaUlbrich @Mundaufmachen @AfD ➡️super, gut gemacht❗️auf jeden Fall „retweeten“❗️",0
https://t.co/M877hN16hQ,0
"@Sigrid_aktiv Ich staune immer darüber, dass die Grünen keinen Zusammenhang zwischen Bevölkerungsexplosion und Klimazerstörung sehen. Allein die 2 Millionen Migraten, die Wohnung, Auto und Arbeit brauchen, werden wieder ein gewaltiges Stück Grüngürtel in Deutschland zerstören.",0
https://t.co/UhIeEpklnA,0
😂😂😂😂😂 Herrlich https://t.co/bCwKGjCOmp,0
👍🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣ich kann nicht mehr https://t.co/IfEosfU6Vo,0
"Hauptsache @Die_Gruenen haben mal wieder hyperventiliert und Verbote gefordert. Sie können wieder runterkommen, Frau @GoeringEckardt.  'Nach Recherchen werden rund 99% der Retouren bei Amazon in irgendeiner Form wieder in den Warenkreislauf zurückgeführt.'  https://t.co/cmWzG6XYhx",0
"@JoanaCotar @Notabaris @Die_Gruenen @GoeringEckardt Die meisten Grünen wären zu dumm, eine Würstchenbude erfolgreich zu betreiben. Aber sie wissen natürlich genau, was Konzerne zu tun haben. Der Standort Deutschland wird scheibchenweise ruiniert.",1
"Welche Botschaft sendet Herr #Maas eigentlich an das deutsche, christlich geprägte Volk, wenn seine Aussagen zu religiösen Festen der Muslime deutlich anders wirken als sein „#froheWeinachten und Danke für die Zusammenarbeit“ im Dezember (zu #Ostern nichts)? https://t.co/8xc6MNdBMm",0
Religion des Friedens: Beliebter syrischer Imam ruft in #Basel zum Krieg gegen Ungläubige auf!  https://t.co/EaOvbcYwZM #Schweiz,0
"Irrer Angriff auf die #Meinungsfreiheit aus Werte-Deutschland: Merkel-Nachfolgerin Kramp-Karrenbauer fordert #Klarnamenpflicht, weil sie wissen möchte, 'was ihr so denkt'!  https://t.co/xN5JjQhW4Q @akk",0
Köstlich: Die Zehn Gebote der Ökoreligion!  😂  Alle Gebote kann man hier lernen und einstudieren: https://t.co/V1Su8TWsrg #greta #FFF  via/ @Achgut_com https://t.co/JaAv4quVXl,0
"So eine 'mutige' Berichterstattung (#Pfingsten = Drogentrip) würde ich mir mal wünschen, wenn sich weltweit Millionen Bärtige mit dem Gesicht zu Boden Richtung #Mekka werfen.  Na, wie wär's, @ZDFinfo? https://t.co/L3lhycmkU6",0
Unfassbares Hass-Verbrechen in #Chemnitz: Am Tag des islamischen #Zuckerfest wollen Rechtsextreme™ ein Ferkel grillen!  https://t.co/HWHuoc4Fk4,0
Sex-Attacke im Wohnheim für minderjährige #Flüchtlinge in #Straubing: 14-jähriger Afrikaner bespringt Betreuerin!  https://t.co/CgsNEwGBUT,0
"Ich bin meinen Eltern, Lehrern und -an der Uni- Professoren unendlich dankbar, dass sie mich zu kritischem Denken angeleitet haben, um bei solchen Tendenzen 'hellwach' zu sein.  Merci! https://t.co/18m9udjRWE",0
"Obwohl der streng gläubige Herr im #Gefährder-System der Polizei in der höchsten Risikoklasse geführt ist, hortet er munter Waffen mit Munition und Schalldämpfer.  Naja, dient wohl der Religionsausübung.  https://t.co/y6O4yObVNM",0
"Migranten treten jungen Österreicher zusammen!  Das Ghetto-Viertel, in dem das passiert, ist übrigens ein rot-grünes 'Vorzeigeprojekt' für modernes, nachhaltiges und zukünftiges Wohnen.  https://t.co/WFXZGYur9u #Aspern #Seestadt https://t.co/RSZQKArZNA",0
😡😡😡 https://t.co/7lMlTaPd7z,0
"@Uwe_Junge_MdL da sich hier ja immer so viele Gute tummeln, hab ne Frage... ist das hier auch ein Rassist ??? https://t.co/O3F637bRaa",0
Max Otte singt beim Hambacher Fest! Die Demonstration der Patrioten verlief ohne Zwischenfälle! https://t.co/vir2KtYSZX,0
So wird in Dunkeldeutschland gehandelt...... Zahlreiche Dessau-Roßlauer hatten am Sonntag über Facebook einen eilig  veröffentlichten Fahndungsaufruf geteilt und verbreitet und auch selbst  nach dem Tatverdächtigen gesucht und den Nigerer gestellt. https://t.co/9MJGs8PeTK,0
"@baerbeli04 @bernd471 Ich bin selbst aus dem Westen, aber davon können sich die gehirngewaschenen Weichbirnen mal eine Scheibe abschneiden.",1
"Die Fakten zum Gästehaus der #Bundesregierung Schloss #Meseberg   - In 1461 Tagen nur an 32 Tagen genutzt   - In 1461 Tagen Unterhaltskosten von 4,7 Millionen  - In 1461 Tagen Objektschutzkosten 15,4 Millionen   - Kosten in 3 Jahren etwa 20 Millionen Euro     https://t.co/ZXHeDmN4tJ",0
"Nun werden Zweifel geäußert, ob die nach außen semi-anarchische Bewegung #FridaysForFuture nicht doch gesteuert ist.  https://t.co/y7IVokhCx9",0
"#Teilen #Teilen #Teilen     Bundesweit starten Migranten, Juden und Homosexuelle einen Gegenprotest. Zuvor hatte 'Hollywood' dazu aufgerufen den #AfD🇩🇪❤ OB-Kandidaten für Görlitz nicht zu wählen.  Sebastian Wippel🇩🇪    #GörlitzistschlauGörlitzwähltblau  @SebastianWippel 🇩🇪 https://t.co/myHBFIMKwD",0
'Doppel-Vergewaltigung' in #Düsseldorf: 51-Jährige wird im Hofgarten von zwei Nordafrikanern vergewaltigt!  https://t.co/a28EXGHcXv,0
"Im französischen #Trélazé bei Angers terrorisieren frustrierte, afrikanische und arabischen #Migranten-Gangs ihre Mitbürger. 😨 #Europawahl2019 #Macron https://t.co/Ntcj6VRoR0",0
"Da haben die #Linken und #Gutmenschen die sprichwörtlich nächste 'Sau die sie durchs Dorf treiben können' Weil #Toto von #TotoUndHarry seine freie Meinung äußerte, die den #Linken mal wieder nicht passt, wird er an den Pranger gestellt! https://t.co/EirbUUHjU0",0
"Beim @ZDF bei #Frontal21 mogelte sich #Kopftuch Journalistin Nemi El-Hassan wieder rekordverdächtg oft in den eigenen #ZDF Beitrag, dessen Autorin sie lediglich ist. Woran kann das nur liegen? Sie erreichen das ZDF in Mainz übrigens unter Tel 06131700 https://t.co/kP0YW7WAzA",0
Kriminelle Clans haben ihre Netzwerke mittlerweile über ganz NRW gezogen: 'In jedem Zuständigkeitsbereich der 47 Polizeibehörden leben demnach Mitglieder von kriminellen Clans.' Alleine die Mitglieder eines Clans wohnen in 35 der 47 Bezirke #Clan  https://t.co/GDgIkJPpvj,0
Warum der EuGH die Abschiebung schwerkrimineller Flüchtlinge und Kindervergewaltiger verbietet. So viel zum Thema Sicherheit. https://t.co/5c1G2vXN2u,0
"#Vetternwirtschaft: #SPD-Parteibuch wichtiger als Eignung. #Giffey lässt Leitungsposten in der #Antidiskriminierungsstelle ein Jahr unbesetzt, weil SPD-Parteigenossin abgelehnt wurde.  https://t.co/PJxA2lH3Cx",0
"Schweiz: 'Über 2000 Asylsuchende müssten nach Eritrea zurück. Sie tauchen aber meist in Nachbarstaaten wie Deutschland unter ...' Ausreisepflichtige erhalten in der Schweiz nur Nothilfe, d. h. keine Sozialhilfe mehr, 8 Franken / Tag und eine Unterkunft  https://t.co/8ovFXliuY9",0
"#Bonn: “Hilfe, Papa!“ .. später folgten mehrere weinende Emojis” - 2015 nach D gekommene Afghane Arian G. setzt eine 19-Jährige, die er am Busbahnhof kennengelernt hat, unter Drogen und vergewaltigt mehrmals sie mit einem Cousin zusammen - 7 ¼ Jahre Haft  https://t.co/HZRg2ymQrw",0
'Hundert Moscheen will die Ahmadiyya Muslim Jamaat in Deutschland bauen. Das 1989 verkündete '100 Moscheen Projekt' ist etwa zur Hälfte umgesetzt' Nun wurde der Bauantrag für eine Moschee in #Leipzig eingereicht   https://t.co/G4HQ1gzok2,0
"Ich lande vor Gericht, wenn ich einen falschen Tweet schreibe und Drogendealer in Berlin bekommen Verkaufsflächen ausgewiesen. Hier läuft aber mal so richtig was falsch in Deutschland.",0
