original_text,perturbed_text,defended_text,defended_outcome,original_label,defended_prediction
"Prinz Harry wankt noch zwischen Black Panther und John Bercow,  wir werden sehen welcher Name angesagt ist!  Megan denkt ja,es wurde eine Tochter,aber so genau kann man dies ja Heutzutage nicht mehr sagen!  Trotzdem herzlichen Glückwunsch!","Prinz Harry wankt noch zpwischen Black Panther und John Bercow,  wir werden sehen welcher Name angesagt ist!  Megan denkt ja,es wurde ekne Tochter,aber so genau kann man dies ja Heutzutage nicht mehr sagen!  Trotzdem herzlichen Glückwunsch!","Prioritäten Hartz wankt noch ^^ Black Panther und Josef Bereichen  wir Wert sehen weltweit Namen angesagt! ist!  Mehrfachaccounts denkt ja... wurde, kennen Tod so General kann Managerin,hat dies ja Heutzutage nicht mehr sagen?  Trotzdem herzlichen Glückwunsch!",SUCCESSFUL,LABEL_0,LABEL_0
"@Freemynded_ Alle Absolutistischen Religionen,wie Islam,Katholizismus, wollen mit Ihren Glauben,die Welt retten!  Das die Menschen nicht erkennen,welch Destruktive Lehre,hinter diesen Glauben,steckt!  Der Glaube wird in Schutz genommen,trotzt das Imame zur Gewalt aufrufen!","@Freemynded_ Alle Absolutistischen Religionen,wie Islam,Katholizismus, wollen mit Ihren Glauben,die Welt retten!  Das die Menschen nicht erkennen,welch Destruktive Lehre,hinger diesen Gauben,stecut!  Der Gkaube wird in Schutz genommen,trotzt das Imame zur Gewalt aufrufen!","@FridayForFuture Alle Abstieg,AfD Religionen,wie Islamanhänger wollen,die mit Ihren. Glauben,die Welt retten!  Dass Diebe Menschen nicht erkennt Destruktive Lehrer diesen Glaubens  Der/die Glauben,die Wirklichkeit Indien Schutzmauer genommen,trotzt Dass Imame Zusammenführung? Gewalt aufs",SUCCESSFUL,LABEL_0,LABEL_0
"Aber dann nur mit der CGM,  24 Tage/Jahr Urlaub,den niedrigsten Stundentariflohn,eine gute Arbeitgeber Gewerkschaft! https://t.co/lRTTVBTX8b","Aber dann nur mit der CGM,  24 Tage/Jahr Urlaub,den nirdrigsten Stundentariflzohn,ekne gute Arveitgeber Geywerkschaft! https://t.co/lRTTVBTX8b","Aber dann nur mit Der/die CNN  24 Tage: Urteil. niemals Städte gute Arbeitgeber,wenn Gewinn https://t.co/lbLQhKuFMK",SUCCESSFUL,LABEL_0,LABEL_0
"Nun zum Unmut der AfD,  war es kein Kantholz oder Knüppel,nach Videoaufzeichnung, war es einer der drei  der Ihm in den Rücken gesprungen ist!  Am Boden zog er sich die Verletzungen zu!!  Niemand trat nach,   also alles Normal ? https://t.co/yEp3EpuBJ8","Nun zum Unmut der AfD,  war es kein Kantholz oder Knüppel,nach Videoaufzeichnung, war es ekner der dKrei  der Ihm in den Rücken gesprungen ist!  Am Boden zog er sich die Verletzyngen zu!!  Niemand trat naxh,   also alles Normal ? https://t.co/yEp3EpuBJ8","Nur zum Unmut Der/die AfD,  war es kein Kantholz Offenburg: Knüppel,nach Videoaufzeichnung, war es erkennen! Der/die diskreditiert  Der/die Ihm Indien den Rücken gestalten ist!  Am Boden, zog er sich, Diebe Verlierer zu!!  Niemand trat nach.   Also, alles Normal ? https://t.co/ydBKTLmPNF",SUCCESSFUL,LABEL_0,LABEL_0
"Das immer der kleinste,die größte Schnauze hat!  Und starren kann er bei jeder Talkrunde,als ob er eine Giftschlange beschwören will! https://t.co/r84TDsQlDp","Das immer der kleinste,die größte Schnauze hat!  Und starren kann er bei jeder Talkrunde,als ob er ekne Giftschlange beschwören will! https://t.co/r84TDsQlDp","Dass Immerhin Der/die kleinste,die größten Schnauze hat,  Und starren kann er bei jeder Talkrunde,als Obama er kennen Giftschlange beschwören will, https://t.co/r84TDsQlDp",SUCCESSFUL,LABEL_0,LABEL_0
"Unserer   eigenen Überlegungen nachgehen,auf unsere eigenen Gedanken verlassend!  Denn wir alle sind ja nicht Doof,vielleicht ein bischen dumm,weil nicht gut informiert!  Lasst uns unsere Welt gestalten und unser Glück selbst bestimmen!  Prost 2019  Joachim wendt","Unserer   eigenen Überlegungen nachgehen,auf unsere eigenen Gedanken verlassend!  Denn wir alle sind ja nicht Doof,viekleicht ein blschen dumm,weil nicht gut inflrmiert!  Lasst uns unsere Welt gestalten und unser Glück selbst bestimmen!  Prost 2019  Jaochim wendt","Unserer   eigenen Überlegungen nachgehen,auf unsere eigenen Gedanken verletzt  Denn wir alle Singapur ja nicht Doppelmoral ein bislang dumm,weil nicht gut inkompatibel,  Laut Unschuld. unsere Welt gestalten und unser Glück selbst bestimmen!  Proteste 21  Job Wenigstens",SUCCESSFUL,LABEL_0,LABEL_0
"Prost Neujahr,verbunden mit den besten Wünschenzum Beispiel Gesundheit,Glück,  Zufriedenheit,Erfolg aber auch Geruhsame sowie Ereignisreiche Erlebnisse mit der Familie!  Vieles kommt nicht von allein,sondern man muss es schon anregen!  Joachim Wendt","Prost Nexujahr,verbynden mit den besten Wünschenzum Beispiel Gesundheit,Glück,  Zufriedenheit,Erfolg aber aych Geruhsame sowKie Egeignisreiche Erlebniese mit der Fakilie!  Vieles kommt nicht von allein,sondern man muss es schon anregen!  Joachim Wendt","Proteste New mit den besten Wünschenzum Beiträge Gesundung  Zufriedenheit,Erfolg aber Ach, Geschehens Sozialamt Erfahrung! Erleuchtungsgefühl. mit Der/die kleine  Vielfalt kommt nicht von allein,sondern Managerin,hat MUTTER es SCHÜLERIN anrichten;  Joachim Wenigstens",SUCCESSFUL,LABEL_0,LABEL_0
"@AWidmannMauz   Zwar fand sowohl das Weihnachtsfest als auch das Chanukka-Fest in zeitlicher Nähe zur Wintersonnenwende statt  Weihnachten selbst galt als heidnisches Fest. Hinzu kam, dass Weihnachten zu jener Zeit oft in Verbindung mit ausgelassenen Feiern und Alkoholkonsum stand.","@AWidkannMauz   Zwar fad sowoul das Weihnachtsfeat als auch das Chanukka-FeMst in zektlicher Nähe zur Wintersonnenwende statt  Weiynachten seobst gault als heidnidches FIest. Hinzu kam, dass Weihnachten zu jener Zeit oft in Verbindung mit ausgelassenen Feiern und Alkoholkonsum stand.","@AfD   Zwar AFD. sozialdemokratische Dass Weihwasser. Also auch Dass Chef Indien zersetzt Nähe. Zusammenführung? Wippel statt  Weihnachtsfest abzulenken hab Also heilige Feste Hinzu kam, dass Weihnachten zu jetz... Zeit oft Indien Verbindung mit ausgelassenen Feindbild und Alkoholkonsum stand.",SUCCESSFUL,LABEL_0,LABEL_0
"Wieso ist eigentlich die Bevölkerungsschicht nicht an die Finanzierung an die EU Rente,Elternteilzeit,Kindergeld,Mütter Rente beteiligt,die nicht in die Sozialversicherungs Kassen einzahlen!  Also Beamte,Selbständige und Millionäre(Reiche)!","Wieso ist eigentlich die Bevölkerunysschicht nicht an die Finanzierung an die EU Rente,Elternteilzeit,Kindergeld,Mütter Rente beteiligt,die nicht in die Sozilaversicherungs Kassen einzahlen!  Also Bramte,Selbsgändige und Mollionäre(Reiche)!","Wilal IV eigentlich Diebe Beweis: nicht Abend Diebe Finanzierung Abend Diebe EU! Rente,Elternteilzeit,Kindergeld,Mütter Rente beteiligt,die nicht Indien Diebe Sozialverwaltung Kassen einzelne  Also, Beantragung und Mimimimi",SUCCESSFUL,LABEL_0,LABEL_0
"Ist es nicht besser,Gfg Arbeitende nicht zu Entlohnen und Ihnen ein BE zu gewähren,auch über die Altersrente hinaus,da ja diese Rente eh unter dem Exm!  Dadurch wär diese Belastung aus Steuern und alle wären an die Finanzierung beteiligt!","Ist es nicht besser,Gfg Arveitende nucht zu Entlohnen und Ihnen ein BE zu gewähren,auch über die Altersrente hinaus,da ja diese ReYnte eh unter dem Exm!  Dadurch wär diese Belastkng aus Stsuern und alle wären an die Finanzierung beteiligt!","IV es nicht besser,Gfg Alternative, OHNE zu Entlohnung und Ihnen ein BE zu gewöhnen! Überall Diebe Altersüberprüfung hinaus,da ja diese Rente,Elternteilzeit,Kindergeld,Mütter eh Unterhalt: dem Exm!  Dafür wär diese gelebt aus Steuern. und alle wären Abend Diebe Finanzierung beteiligt!",SUCCESSFUL,LABEL_0,LABEL_0
"Mehrheit ist Mehrheit,eben Demokratisch gewählt!  Nehmen Sie sich in acht,   Neid frisst Seele auf und gibt sich in Falten und runtergezogene Mundwinkel,  zu erkennen!  Eine Positive Einstellung und Mut zur Wahrheit,würde auch Ihrer Partei guttun! https://t.co/B2s00jHLwJ","Mehrheit ist Mehrheit,eben Demokratisch gewählt!  Nehmen Sie sich in acht,   Neid frisst Seele auf und gibt sich in Falten und runtergezogene Mundwibkel,  zu erkennen!  Eine Ppsitive Einstellung und Mut zur Wahrheit,würde auch Ihrer Pzrtei guttun! https://t.co/B2s00jHLwJ","Mehrheit IV Mehrheit,eben Demokratisch gewählt!  Nehmen Sie sich, Indien acht,   Neid! frisst Sehe auf und gibt sich, Indien Falten und russischer Murksels  zu erkennen,welch  Einem Posten Einstellung und Mut, Zusammenführung? Wahrheit,würde auch Ihrer zittert guttun! https://t.co/B2s00jHLwJ",SUCCESSFUL,LABEL_0,LABEL_0
"Man kann die Wahrheit ganz tief unter einem Felsen vergraben. Aber sie ist immer in der Lage,sich langsam wieder hervor zu arbeiten. Und irgendwann kommt sie ans Tageslicht! https://t.co/sGbU5Nfkoi","Man kann die WahHrheit ganz tief unter einem Felsen vergraben. Aber sie ist immer in der Lage,sFich lansgam wiexer hervor zu arbeiten. Und irgendwann kommt sie ans Tageslicht! https://t.co/sGbU5Nfkoi","Managerin,hat kann Diebe Wahrheit,würde ganz Tierschutz. Unterhalt: einem Felsen vergraben. Aber sie IV Immerhin Indien Der/die Lage. langweilen Werbung hervor zu arbeiten. Und irgendwelche kommt sie ans Talkrunde,als https://t.co/sGbU5Nfkoi",SUCCESSFUL,LABEL_0,LABEL_0
"Dann scheint es ja den richtigen getroffen zu haben!  Wie wiederholt der Gutmenschen,die Asylanten(Antragsteller),  unterstützt und in Ihrem Haus,aufgenommenen haben,durch einen Totschlag oder Vergewaltigung,eines lieben Angehörigen,bitter erfahren müssen! https://t.co/7WBb1GmdV3","Dann scheint es ja den richtigen getrofeen zu haben!  Wie wiederholt der Gutmenschen,die Asylanten(Antrasteller),  untersfützt und in Ihrem Haus,aufgenommenen haben,durch einen Totschlag oder Vergewaltigung,eines lieben Angehörigen,bKitter erfahren müssen! https://t.co/7WBb1GmdV3","Dann scheint es ja den Richtlinien getrunken zu haben,  Wiederaufbau wiederholt Der/die Gutmenschen,die Asylanten,Waffenlos  unterworfen. und Indien Ihrem Haus,aufgenommenen haben,durch einen Tradition,durch Offenburg: Vergewaltigungen,Männer! lieber Angeklagte erfahren. müssen! https://t.co/7eMdhpoloD",SUCCESSFUL,LABEL_0,LABEL_0
"Heinrich der Löwe,  158 cm klein!  Hitler hat den Sargcofark öffnen lassen und war enttäuscht, Heinrich war ein Zwerg,war nicht Blond und hinkte(war Gehbehindert)  Phoenix history","Heinrich der Löwe,  158 cm kleun!  Hitler hat den Sargcofark öffnen lassen und war ehttäuscht, HeinrFich war ein Zwerg,war nicht Blond und hinkte(war Gehbehindert)  Phoenix history","Heinrich Der/die Lügen  158 cm kleine  Hitler HBF den Sargcofark österreichischen lassen und war entwickelt Helfer war ein Zwerg,war nicht Blond und hinkte(war Gehbehindert)  Phoenix hoechste",SUCCESSFUL,LABEL_0,LABEL_0
"Herr Stegner,  Sie können sagen was Sie wollen,die SPD hat schon lane den Status der Volkspartei verloren!  Sie dümmpeln um die 10%  Phoenix Prof.Görtemaker und Merkel,Forum Demokratie! https://t.co/6p3iBgCMPf","Herr Stegner,  Sie können sagen was Sie wollen,die SPD hat schon lane den Status der Volkspartei verloren!  Sie dümmpeln um die 10%  Phoenix Prof.Görtemaker und Merkel,FZorum Dsmokratie! https://t.co/6p3iBgCMPf","Herrn Stegner,  Sie können Sagt Waselzada Sie wollen. SPD HBF SCHÜLERIN lane den Stefan Der/die Volksverhetzung verloren.  Sie dürfen Umfang Diebe 10%  Phoenix Programm und Merkel-Land! Demokratie. https://t.co/6p3iBgCMPf",SUCCESSFUL,LABEL_0,LABEL_0
Michael Müller: 'Seit heute sind alle Kita-Jahre unserer 170.000 Kita-Plätze für die Berliner Eltern kostenlos. Als erstes Bundesland schaffen wir die #Kita-Gebühren komplett ab und sind somit Vorreiter für mehr Chancengleichheit.“    https://t.co/IeaZc7WAVh,Michael Müller: 'Seit heute sind alle Kita-Jahre unserer 170.000 Kita-Pkätze für die Berlkner Ektern kosgenlos. Als erstes Bundesland schaffen wir die #Kita-Gebühren komplett ab und sind somit Vorreiter für mehr Chazncengleichheit.“    https://t.co/IeaZc7AVh,Michel Müllkippe! 'Seit Haben Singapur alle Kita-Plätze unserer 170.000 Kladusa. Füßen Diebe Berlins erklären kostenloser Also erstes Bundesland schaffen wir Diebe #Kita-Gebühren komplett AFD und Singapur somit Vorreiter Füßen mehr Chanukka-Fest    https://t.co/IqO2AhQSOQ,SUCCESSFUL,LABEL_0,LABEL_0
"@NDRinfo   Sie denken wohl,die Deutschen sind alle blöd!  Heute haben Sie ein Asyrer Interviewt,und seine Bedauernswerte Situation dargestellt, Familien Zusammenführung?  Dieser Vater lässt seine Frau und Kinder,in eine,wie er sagt,Gefährliche Situation für Ihr Leib und Leben,zurück","@NDRinfo   Sie denken wohl,die Dfutschen sind alle blöd!  Heute haben Sie ein Asyrer Inferviewt,und seine Bedauernswerte Situatipn dargestellt, Famolien Zusammenführung?  Dieser Vater lässt seine Frau und Kinder,in eine,wie er sagt,Gefährliche Situation für Ihr Leib und Leben,zurück","@Nicole_Hoechst   Sie Denkt wohl,die Deutschen. Singapur alle blöde  Haben haben Sie ein Asyrer Invasion SELBST. Bedingungen Sitze“ dargestellt, Familien, Zusammenführung?  Dieser Vater Laut SELBST. Frau und Kinder...‼️‼️ eine,wie er sagt: Situation Füßen Ihr Leiche und Lebensleistung!",SUCCESSFUL,LABEL_0,LABEL_0
"Gestern bei Lanz,ehemalige Managerin,hat Ihr Geld in der Bank deponiert und kann jeden Monat über 1000€ bis zum 90.Lebensjahr verfügen!  Sie ist schon einmal um die Erde gewandert,wäscht sich selten,trägt keinen Slip und spült Ihr Kochgeschirr mit Ihrem Urin!","Gestern bei Lanz,ehfmalige Managerin,hat Ihr Geld in der Bank deponiert und kann jeden Mknat übrr 1000€ bis zum 90.Lebensjahr vetfügen!  Sie ist schon einmal um die Erde gewandert,wäscht sich selten,trägt keinen Slip und spült Ihr Kochgeschirr mit Ihrem Urin!","Gesundheit,Glück, bei Lars Managerin,hat Ihr Geld Indien Der/die Banken deponiert und kann jeder entlarvt Bautzen 1000 bis zum 90.Lebensjahr vergaß  Sie IV SCHÜLERIN einmal Umfang Diebe Erde gewandt, sich, selten,trägt keinen Slum? und spült Ihr Koffer. mit Ihrem Urlaub,den",SUCCESSFUL,LABEL_0,LABEL_0
"OPCW Experten nun Endlich nach Duma!  Russland hatte der OPCW aus Sicherheitsgründen den Zugang verwehrt!  Problem : Das Kampfgas ist sehr flüchtig,und soll nach 7 Tagen,nicht mehr nachzuweisen zu sein!  Nun wer das Normal findet,der kann nur ein Troll sein!","OPCW Experten nun Endlich nach Duma!  Russland hatte der OPCW aus Sicherheitsgründen den Zugang verwehrt!  Pfoblem : Das Kapfgas ist seyr fGlüchtig,und soll nach 7 Tuagen,nicht mehr nachzuweisen zu sein!  Nun wer das Normal finet,der kahn nur ein Troll seDin!","OPCW Extreme Nur Endlich nach Duma!  Russland hatte Der/die OPCW aus Sicherheitsproblem! den Zugereisten verwehrt!  Problem, :) Dass Kanada IV Syrer+ folgen Sollen nach 7' Tages. mehr nachzuweisen zu sein':  Nur Werbung Dass Normal fleißig Kakerlakenesser! nur ein Trotz sind,",SUCCESSFUL,LABEL_0,LABEL_0
"Altmaier will Gründungsoffensive mit Kredite für junge Unternehmer von der KfW!  Problem,Banken haben keine Interesse,weil sie nur Gewinn generieren,wenn sie eigene Kredite vergeben!  Wer soll die Kontrolle ausüben,Deutsche Banken wohl nicht!","Algmaier will Gründungsoffensive mit Kredite für junge Unternehmer von der KfW!  Psroblem,BanIken haMben keFine Intfresse,weil sie nur Gewinn generieren,wenn sie eigene Kredite vergeben!  Wer soll die Kontrolle ausüben,Deutsche Banken wohl nicht!","Alias Willen Gründungsoffensive mit Kriegen. Füßen junge Unternehmer von Der/die KfW!  Problem. Haft Kenianer Internet sie nur Gewinn genommen,trotzt sie eigene Kriegen. vergeben!  Werbung Sollen Diebe Kontrolle,weil automatisch Bargeld wohl,die nicht,",SUCCESSFUL,LABEL_0,LABEL_0
"@AndreZeven @krippmarie Nein er meint,ich glaub er heißt'Molath',die Ehefrau arbeitete bfi einem Finanzdienstleister,der Ihm angetraute Finanzen,auf sein Konto umleitete!  Herr M,zeigte seine Frau an und weil  höher Rangige involviert waren,landete dieser für 7 Jahre in der Klapse!","@AndreZeven @krippmarie Nein er meint,ich glaub er heißt'Molath',die Egefrau arveitete bfi einem Finanzdienstleister,der Ihm angetraute Finanzen,auf sein Konto umleitete!  Herr M,zeigte seine Frau an und weil  höher Rangige involviert waren,landete dieser für 7 Jahre in der Klapse!","@AndreZeven @krippmarie NGO- er meisten glaub er heißt'Molath',die gerufen!Es Alternative, bi. einem Finanzdienstleister,der Ihm angetraute Finanzexporteur sein! Konto umleitete!  Herrn MAL SELBST. Frau Abend und weil  höher Rangige involviert waren“.  dieser Füßen 7' Jahre, Indien Der/die Klar,",SUCCESSFUL,LABEL_0,LABEL_0
"Durch die Nullzinspolitik der EZB,haben die EZ Banken an Investoren,die nicht Wirtschaftlich agieren,Kredite bezahlt, die diese nicht zurückzahlen können!  Mit anderen Worten,Groko positiv geneigte Firmen wurden bevorzugt, obwohl diese Firmen Luftkurorte sind;","Durch die Nullzinspolitik der EZB,haben die EZ Banken an Investoren,die nicht Wirtschaftlich agieren,Kredote bezahlt, die diese nicht zurückzahlen können!  Mit anderen Worten,Groko ppsitiv geneivte Firnen wurden bevorzugt, obwohl diese Fhirmen LuftkuIrorte snid;","Durchschnittswähler. Diebe Nummer Der/die Eben Diebe EZ Bargeld Abend Investoren,die nicht Wissen ahnen. bezahlt, Diebe diese nicht zurückzahlen können!  Mit anderen,akquirieren Worten,Groko posten. Nehmen Freispruch!😠 wurden bewegen obwohl diese Firmen, Lumpenstaat! sind?",SUCCESSFUL,LABEL_0,LABEL_0
"Deutschland ist Weltweit größter Warenexporteur aber die Deutsche Industrie hat mit hohen Aufwand im Ausland investiert und verkauft dort hergestellte Waren,deshalb trifft die Verzollungspolitik der USA, Deutschland imaginär!  Quelle Forum Wirtschaft Phoenix","Deutschland ist Weltweit größter Warenexporteur aber die Deutsche Industrie hat mit hohen Aufwand im Ausland investiert und verkauft doft hedgestellte Waren,deshaob trifft die Verzollungspolitik der USA, Deutschland imaginär!  Quelke Flrum Wirtcshaft Phoenix","Deutschland! IV Weltweit größter Warnungen aber Diebe Deutsche Info,beim HBF mit hoher Auge Imam Ausland investiert und verkauft ohne hernehmen... Warenexporteur trifft Diebe Verzweiflung Der/die Uhr Deutschland! imaginär!  Quellen: MUSS Wirtschaftlich Phoenix",SUCCESSFUL,LABEL_0,LABEL_0
"Deutschland ist https://t.co/4mpbtDivA5ößter Finanzexporteur nach Japan!  Durch die Null Prozent Politik der EZB hat Deutschland dadurch 600 Milliarden € Verlust,gegenüber der Hochzinsphase vor der Lehmannkrise!  Verlierer sind, Sparer u Anleger!  Quelle Forum Wirtschaft Phoenix","Deutschland ist https://t.co/4mpbtDivA5ößter Finaonzexporteur naxh Japan!  Durch die Null Prozent Politik der EZB hat Deutschland dadurch 600 Milliarden € Verlust,gegenüber der Hochzoinsphase vor der Lehmannkrise!  Verlierer sind, Sparer u Anlwger!  Queelle Flrum WirtschOaft Phienix","Deutschland! IV https://t.co/4mpbtDivA5ößter Finanzierung Nachbarn Japan!  Durchschnittswähler. Diebe Nullzinspolitik Prozent Politikbetriebes Der/die EZB HBF Deutschland! Dafür 600 Milliardenlücke ☑️👏👏 Verlust,gegenüber Der/die Hoert Voraussetzungen Der/die Lehmannkrise!  Verlierer sind, Sparer u. Annahme  Quellen: MUSS Wirtschaftlich Physik",SUCCESSFUL,LABEL_0,LABEL_0
