original_text,perturbed_text,defended_text,defended_outcome,original_label,defended_prediction
Aber die deutsche Industrie an die chinesen verkaufen. Das sind mir die richtigen,Aber die deutsche Industrie an die chinesen veraufen. Das sind mir die richtigen,Aber Die deutsche Industrie An Die Chinesen verlaufen Das Sind Mir Die richtigen,SUCCESSFUL,LABEL_0,LABEL_0
Sie wissen schon dass dies in der Konsequenz vielen Menschen die sich schutzlos infizieren das Leben kosten wird ?,Sie wissen schon dass dies in der Konsequenz vielen Menschen die sich schutzlos infizieren das Leben koxten wEird ?,Sie Wissen Schon dass dies In DER Konsequenz vielen Menschen Die Sich schutzlos infizieren Das Leben konnte Wieder ?,SUCCESSFUL,LABEL_0,LABEL_0
@USER Pest und Cholera.,@USER Pest und Cholrra.,@USER Pest und Cholera.,SUCCESSFUL,LABEL_0,LABEL_0
@USER und mit Maßnahmen auch. Verzweifelte die um ihre Existenz kämpften und kämpfen....,@USER und mit Maßnahmen auch. Verzwifelte die um ihre Existenz kämpften und kämpfen....,@USER und mit Maßnahmen auch. Verzweifelte Die Um ihre Existenz kämpften und kämpfen....,SUCCESSFUL,LABEL_0,LABEL_0
@USER wer sind denn die reichen Eltern?,@USER wer sind denn die reichen Eitern?,@USER Wer Sind denn Die reichen Eltern?,SUCCESSFUL,LABEL_0,LABEL_0
@USER Ähnluches vermute ich auch. Kein Land der Welt würde jemals diese exorbitant hohen Schulden begleichen können.,@USER Ähnluches vermute ich auch. Kein Land der Welt würde jemals diese exorbitant hohen Schulden belgeichen kömnen.,@USER Ähnluches vermute Ich auch. Kein Land DER Welt Wurde jemals diese exorbitant hohen Schulden begleichen kommen,SUCCESSFUL,LABEL_0,LABEL_0
"Abgesehen davon werden alte Autoreifen als Brennstoff für die Betonproduktion benutzt. Diese kann man aber runderneuern, und die Kautschukplantagen sind auch problematisch. Hintergrund: https://www.ardmediathek.de/ard/video/die-story/schmutzige-reifen-ein-milliardengeschaeft/wdr-fernsehen/Y3JpZDovL3dkci5kZS9CZWl0cmFnLTBjMmFlNGJjLTg4NGItNGJkMi1iZTIyLTMwZTlkZjAwNjNmYQ/","Abgesehen davon werden alte Autoreifen als Brennstoff für die Betonproduktion benutzt. Diese knan man aber runddrneuern, und die Kautdchukplantagen sind auch problematosch. Hinterbrund: https://www.ardmediathek.de/ard/video/die-story/schmutzige-reifen-ein-milliardengeschaeft/wdr-fernsehen/Y3JpZDovL3dkci5kZS9CZWl0cmFnLTBjMmFlNGJjLTg4NGItNGJkMi1iZTIyLTMwZTlkZjAwNjNmYQ/","Abgesehen davon werden alte Autoreifen Als Brennstoff Für Die Betonproduktion benutzt. Diese Kann Man aber runderneuern, und Die Kautschukplantagen Sind auch problematisch. betreuenden https://www.ardmediathek.de/ard/video/die-story/schmutzige-reifen-ein-milliardengeschaeft/wdr-fernsehen/Y3JpZDovL3dkci5kZS9CZWl0cmFnLTBjMmFlNGJjLTg4NGItNGJkMi1iZTIyLTMwZTlkZjAwNjNmYQ/",SUCCESSFUL,LABEL_0,LABEL_0
@USER Das stimmt @USER aber mit einem Unterschied: Herr Weinberg ist deutlich besser informiert als D.T. ...,@USER Das stimmt @USER aber mit einem Unterschied: Herr Weinberg ist deutlich besser informirrt als D.T. ...,@USER Das stimmt @USER aber mit einem Unterschied: Herr Weinberg Ist deutlich besser informiert Als D.T. ...,SUCCESSFUL,LABEL_0,LABEL_0
"@MEDIUM ich hoffe es bleibt wie es ist. Biden bedeutet Krieg. Siehe Friedensnobelpreisträger.Trump hat geliefert, dafür würde er gewählt","@MEDIUM ich hoffe es bleibt wie es ist. Biden bedetuet Krieg. Siehe Frierensnobelpreisträger.Trump hat geliefert, dafür würde er gewählt","@MEDIUM Ich hoffe es bleibt Wie es ist. Biden bedeutet Krieg. Siehe Friedensnobelpreisträger.Trump Hat geliefert, dafür Wurde er gewählt",SUCCESSFUL,LABEL_0,LABEL_0
Was nützt das Labern?,Was nühzt das Labern?,Was nutzt Das Labern?,SUCCESSFUL,LABEL_0,LABEL_0
"Müsst ihr immer diesen A... einladen? Sein Sprech ist wie eine Kopie des tRumpeltiers. Ein Grund für mich, nicht einzuschalten. Habe den letztens in der Phoenix Runde erlebt.","Müsst ihr immer diesen A... einladen? Sein Sprch ist wie eine Kopie des tRumpeltiers. Ein Grund für mich, nicht einzuschalten. Habe den letztens in der Phoenix Runde erlebt.","Müsst ihr Immer diesen A... einladen? Sein sprach Ist Wie Eine Kopie des tRumpeltiers. Ein Grund Für mich, nicht einzuschalten. Habe den letztens In DER Phoenix Runde erlebt.",SUCCESSFUL,LABEL_1,LABEL_1
Hackt nicht nimmer auf den Fussball rum. Bei allem Sportarten sind wieder Zuschauer erlaubt. Hygienekonzept vorausgesetzt.,Hackt nicht nimmer auf den Fussball rum. Bei allem Sportarten sind wieder Zuschauer erlaubt. Hyglenekonzept vorausgesetzt.,Hackt nicht niemanden... auf den Fussball rum. Bei allem Sportarten Sind Wieder Zuschauer erlaubt. Hygienekonzept vorausgesetzt.,FAILED,LABEL_0,LABEL_1
"@MEDIUM Die Sichtweise von Herrn Spenner wirkt doch sehr vernünftig, denke ich.","@MEDIUM Die Sichtweiae von Herrn Spenner wirkt doch sehr verbünftig, denke ich.","@MEDIUM Die Sichtweise von Herrn Spenner wirkt Doch Sehr vernünftig, denke ich.",SUCCESSFUL,LABEL_0,LABEL_0
haha sucht man schon Ausreden für die völlig Dumme Berichterstattung der letzten Wochen...?,haha sucht man schon Ausreden für die völlig Dumme BerichJterstattung der letzten Wochen...?,haha sucht Man Schon Ausreden Für Die völlig Dumme Berichterstattung DER letzten Wochen...?,SUCCESSFUL,LABEL_1,LABEL_1
@USER weil er es kann. 🤷🏻‍♂️,@USER weil er es kahn. 🤷🏻‍♂️,@USER weil er es kann. 😅😅😅,SUCCESSFUL,LABEL_0,LABEL_0
"@USER man man mal, die Impfungen laufen über Jahre, die lief in schnelllauf","@USER man man mal, die Impfuengen laufen über Jahre, die lief in schnelllauf","@USER Man Man Mal, Die Impfungen laufen Über Jahre, Die lief In schnelllauf",SUCCESSFUL,LABEL_0,LABEL_0
"Es ist traurig, dass ein Austritt aus diesem Abkommen über 3 Jahre gedauert hat und ein Beitritt direkt am 1. Amtstag von Biden wieder möglich sein soll. Das wird ein trauriger Tag für alle Amerikaner sein, die dann ebenfalls unter einer deutlich höheren Steuerlast leiden müssen. Wir Deutschen müssen diese Klimahysterie ja schon ab dem 1. Januar gnadenlos im Geldbeutel spüren!","Es ist traurig, dass ein Austritt aus diesem Abkommen über 3 Jahre gedauert hat und ein Beitritt direkt am 1. Amtstag von Biden wieder möglich sein soll. Das wird ein trauriger Tag für alle Amerikaner sein, die dann ebenfalls unter einer deutlich höheren Steuerlast leiden müssen. Wir Deutschen müssen diese KlQimahysterie ja schon ab dem 1. Januar gnadenlos im Geldbeutel spüren!","Es Ist traurig, dass ein Austritt aus diesem Abkommen Über 220000 Jahre gedauert Hat und ein Beitritt direkt am 1. Amtstag von Biden Wieder möglich Sein soll. Das Wird ein trauriger Tag Für alle Amerikaner sein, Die dann ebenfalls Unter einer deutlich höheren Steuerlast leiden müssen. Wir Deutschen müssen diese Klimahysterie ja Schon Ab dem 1. Januar gnadenlos Im Geldbeutel spüren!",SUCCESSFUL,LABEL_0,LABEL_0
@USER und was ist Ihre Lösung 😒 ein e auto kann immerhin einen Kreislauf erzeugen und co2 neutral fahren 🤔 Mit dem Rest sind wir im Einklang,@USER und was ist Ihre Lösung 😒 ein e auto kann immerhin einen Kreislauf erzeugen und co2 neutral fahren 🤔 Mit dem Rest sind wir im Einulang,@USER und Was Ist Ihre Lösung ☝️ ein e auto kann immerhin einen Kreislauf erzeugen und CO2 neuesten fahren ☝️ Mit dem Rest Sind wir Im eingeladen,FAILED,LABEL_0,LABEL_1
@USER so wie A. Merkel,@USER so wie A. Merkfl,@USER so Wie A. Merkel,SUCCESSFUL,LABEL_0,LABEL_0
"Die Politik der Administration Trump war in der Tat nicht schlecht (Friedensinitiative Nahost, Handelspolitik, Wirtschaftspolitik vor Corona,...), aber diese polemisierende Art spaltet zu sehr das Land.","Die Politik der Administration Trump war in der Tat nicht schlYecht (Friedensinitiative Nahost, Handelspolitik, Wirtschaftspolitik vor Corona,...), aber diese polemisjerende Art spaptet zu sehr das Land.","Die Politik DER Administration Trump war In DER Tat nicht schlecht (Friedensinitiative Nahost, Handelspolitik, Wirtschaftspolitik vor Corona,...), aber diese polemisierende Art spaltet zu Sehr Das Land.",SUCCESSFUL,LABEL_0,LABEL_0
@USER wir wissen doch alle wo dieser Kampfstoff herkommt und wer Putin ist wenn nicht schaust du mal nach in google bekommst du die Antwort😉,@USER wir wissen doch alle wo dieser Kampfstoff herkommt und wer Putin ist wenn nicht schaust du mal nach in google bekokmst du die Antwort😉,@USER wir Wissen Doch alle Wo dieser Kampfstoff herkommt und Wer Putin Ist wenn nicht schaust Du Mal nach In Google bekommst Du Die Antwort😉,SUCCESSFUL,LABEL_0,LABEL_0
"@USER Die ist nicht „mysteriös“, die ist süchtig nach Aufmerksamkeit und Anerkennung. Deshalb inszeniert die sich seit Monaten für einen 7 Tage Aufenthalt im Krankenhaus in sämtliche Medien. 🤣🤷🏻‍♀️😈🤦🏻‍♀️","@USER Die ist nicht „mysteriös“, die ist süchtig nach Aufmsrksamkeit und Anerkennung. Deshalb inszeniert die sidh seit Monaten für einen 7 Tage Aufenthalt im Krankenhaus in sämtliche Medien. 🤣🤷🏻‍♀️😈🤦🏻‍♀️","@USER Die Ist nicht „mysteriös“, Die Ist süchtig nach Aufmerksamkeit und Anerkennung. Deshalb inszeniert Die nehmen, Seit Monaten Für einen 7 Tage Aufenthalt Im Krankenhaus In sämtliche Medien. 🤣🤷🏻‍♀️😈🤦🏻‍♀️",SUCCESSFUL,LABEL_1,LABEL_1
"Ja leider haben wir einen anderen Blick - viele konservative Amerikaner spricht Trump tatsächlich an - so bleibt nur abwarten... Wenngleich ein Triumph Trump ein seltsames Verständnis von Demokratie zeigen wird, so oder so ...","Ja leider haben wir einen anderen Blick - viele konservative Amerikaner spricht Trump tatsächlich an - so blwibt nur abwarten... Wenngleich ein Triumph Trump ein seltsames Verständnis von Demokratie zeigen wird, so oder so ...","Ja leider haben wir einen Anderen Blick - viele konservative Amerikaner spricht Trump tatsächlich An - so bleibt nur abwarten... Wenngleich ein Triumph Trump ein seltsames Verständnis von Demokratie zeigen wird, so Oder so ...",SUCCESSFUL,LABEL_0,LABEL_0
"Jaenicke,cder scheinheilige Gutmensch und Vielflieger😶","Jaenicke,cder shceinheilige Gutmensch und Vielflieger😶","Jaenicke,cder scheinheilige Gutmensch und Vielflieger😶",SUCCESSFUL,LABEL_1,LABEL_1
@USER ne 🙈,@UWER ne 🙈,@USER...wünsche ne ☝️,FAILED,LABEL_0,LABEL_1
"@USER Selbstverständlich. Wobei auch hier das Geld nichts bringt, wenn man viele Sachen aktuell gar nicht machen kann. Unabhängig davon, wie viel Mitleid man persönlich vielleicht für solche Personengruppen empfindet.","@USER SelbstverstänWdlich. Wobei auch hier das Geld nichts bringt, wenn man viele Sachen aktuell gar nicht machen kann. Unabhängig davon, wie viel Mitleid man persönlich vielleicht für solche Personengruppen empfindet.","@USER Selbstverständlich. Wobei auch hier Das Geld NICHTS bringt, wenn Man viele Sachen aktuell gar nicht Machen kann. Unabhängig davon, Wie viel Mitleid Man persönlich vielleicht Für solche Personengruppen empfindet.",SUCCESSFUL,LABEL_0,LABEL_0
@USER ein Jahr im Leben eines jungen Menschen ist genauso viel wert wie ein Jahr im Leben eines älteren Menschen.,@USER ein Jahr im Leben eines jungen Menschen ist genauso viel wert wie ein Jahr im Leben eines älteren Meknschen.,@USER ein Jahr Im Leben eines jungen Menschen Ist GEnauso viel wert Wie ein Jahr Im Leben eines älteren Menschen.,SUCCESSFUL,LABEL_0,LABEL_0
@MEDIUM ich höre immer wenn es um Kirche und glauben geht. Danke für ihren Kommentar. Sind es für sie zu wenig Leute die hinter der Religion stehen. Bei dem Thema. Dann alles Gute.,@MEDIUM ich höre immer wenn es um Kirche und glauben geht. Danke für ihren Kommentar. Sind es für sie zu wenig Leute die hinter der Religion stehen. Bei dem Thema. Dann alpes Gute.,@MEDIUM Ich höre Immer wenn es Um Kirche und glauben geht. Danke Für Ihren Kommentar. Sind es Für sie zu wenig Leute Die hinter DER Religion stehen. Bei dem Thema. Dann please Gute.,SUCCESSFUL,LABEL_0,LABEL_0
"@USER Wie kann man dem Schwätzer Recht geben? Windmühlen in unseren Vorgärten, wie bekloppt muss man sein so etwas zu fordern? Stabile und sichere Energie Versorgung bietet das alles nicht und verschandelt unsere schönen Landschaften, macht die Menschen krank und ist in Wirklichkeit nicht CO2 frei! Nur Atomkraft sichert unsere Zukunft und ist CO2 frei, damit gut für das Klima!","@USER Wie kann man dem Schwätzer Recht geben? Windmühlen in unseren Vorgärten, wie bwkloppt muss man sein so etwas zu fordern? Stabile und sichere Energie Versorgung bietet das alles nicht und verschandelt unsere schönen Landschaften, macht die Menschen krank und ist in Wirklichkeit nicht CO2 frei! Nur Atomkraft sichert unsere Zukunft und ist CO2 frei, damit gut für das Klima!","@USER Wie kann Man dem Schwätzer Recht geben? Windmühlen In unseren Vorgärten, Wie bekloppt muss Man Sein so etwas zu fordern? Stabile und sichere Energie Versorgung bietet Das alles nicht und verschandelt unsere schönen Landschaften, Macht Die Menschen krank und Ist In Wirklichkeit nicht CO2 frei! Nur Atomkraft sichert unsere Zukunft und Ist CO2 frei, Damit gut Für Das Klima!",SUCCESSFUL,LABEL_1,LABEL_1
"Biden gewinnt, Corona wird weggehen, Amerika wird reich,k alle bekommen ARbeit und die Welt wird schön. Also was solls","Biden gewinnt, Corona wird weggehen, Amerika wird reich,k alle bekommen ARbeit und die Welt wird schön. Alao was solls","Biden gewinnt, Corona Wird weggehen, Amerika Wird reich,k alle bekommen ARbeit und Die Welt Wird schön. Also Was solls",SUCCESSFUL,LABEL_0,LABEL_0
War ein sehr interessante Diskussion gestern Abend!! 👍🏻 Die Spannung steigt!!,War ein sehr interessante Diskussion gestern Abend!! 👍🏻 Die Spajnung steigt!!,War ein Sehr interessante Diskussion gestern Abend!! 👍🏻 Die Spannung steigt!!,SUCCESSFUL,LABEL_0,LABEL_0
Ich glaube Übergewicht / Alkohol/ rauchen sind größere Nebenwirkungen,Ich glaube Übergeicht / Alkohol/ rauchen sind größere Nebenwirkkngen,Ich glaube Übergewicht / Alkohol/ rauchen Sind größere Nebenwirkungen,SUCCESSFUL,LABEL_0,LABEL_0
"In dieser Sachlage darf man die Aussage von George Friedman definitv nicht außer Acht zu lassen: ""Für die Vereinigten Staaten ist es das Hauptziel, dass deutsches Kapital und deutsche Technologien und die russischen Rohstoff-Ressourcen und die russische Arbeitskraft sich zu einer einzigartigen Kombination verbinden, die die USA seit einem Jahrhundert zu verhindern versuchen."" Bühnenauftritt u.a. auf Youtube: George Friedman @The Chicago Council on Global Affairs 2015 Nochmal: ""die die USA seit einem Jahrhundert zu verhindern versuchen."" Hier werden Think-Tanks bezahlt, um eben genau dies zu verhindern. Da sitzen Leute, die sich den ganzen Tag lang über nichts anderes Gedanken machen als einen Keil zwischen die deutsch-russischen Beziehungen zu treiben. Bzw. Strategien dafür auszuarbeiten. Und das ist nicht unbekannt aber aus der deutschen Regierung hat beinahe niemand den Mut dies anzusprechen. Hier steckt sehr viel Geld, Macht und geostrategische Interessen hinter. Glaubt hier ernsthaft irgendjemand, dass dass alles treu gesetzeskonform und gewaltfrei abläuft? Putin war jahrlang selbst beim Geheimdienst. Ihm so eine Navalny-Dummheit pauschal zu unterstellen ist schon beinahe als äußerst naiv zu bewerten. Diese perfide Art, wie seit Jahren gegen Russland gehetzt wird, ist äußerst befremdlich. Und ja, natürlich steckt da eine Strategie dahinter. Wer das noch nicht erkannt hat, sollte dann langsam doch mal anfangen sich zu informieren.","In dieser Sachlage darf man die Aussage von George Friedman definitv nicht außer Acht zu lassen: ""Für die Vereinigten Staaten ist es das Hauptziel, dass deutsches Kapital und deutsche Technologien und die russischen Rohstoff-Ressourcen und die russische Arbeitskraft sich zu einer einzigartigen Kombination verbinden, die die USA seit einem Jahrhundert zu verhindern versuchen."" Bühnenauftrott u.a. auf Youtube: George Friedman @The Chicago Council on Global Affairs 2015 Nochmal: ""die die USA seit einem Jahrhundert zu verhindern versuchen."" Hier werden Think-Tanks bezahlt, um eben genau dies zu verhindern. Da sitzen Leute, die sich den ganzen Tag lang über nichts anderes Gedanken machen als einen Keil zwischen die deutsch-russischen Beziehungen zu treiben. Bzw. Strategien dafür auszuarbeiten. Und das ist nicht unbekannt aber aus der deutschen Regierung hat beinahe niemand den Mut dies anzusprechen. Hier steckt sehr viel Geld, Macht und geostrategische Interessen hinter. Glaubt hier ernsthaft irgendjemand, dass dass alles treu gesetzeskonform und gewaltfrei abläuft? Putin war jahrlang selbst beim Geheimdienst. Ihm so eine Navalny-Dummheit pauschal zu unterstellen ist schon beinahe als äußerst naiv zu bewerten. Diese perfide Art, wie seit Jahren gegen Russland gehetzt wird, ist äußerst bfremdlich. Und ja, natürlich steckt da eine Strategie dahinter. Wer das noch nicht erkannt hat, sollte dann langsam doch mal anfangen sich zu informieren.","In dieser Sachlage darf Man Die Aussage von George Friedman definitv nicht außer Acht zu lassen: ""Für Die Vereinigten Staaten Ist es Das Hauptziel, dass deutsches Kapital und deutsche Technologien und Die russischen Rohstoff-Ressourcen und Die russische Arbeitskraft Sich zu einer einzigartigen Kombination verbinden, Die Die USA Seit einem Jahrhundert zu verhindern versuchen."" Bühnenauftritt u.a. auf Youtube: George Friedman @The Chicago Council on Global Affairs 2015 Nochmal: ""Die Die USA Seit einem Jahrhundert zu verhindern versuchen."" Hier werden Think-Tanks bezahlt, Um eben Genau dies zu verhindern. Da sitzen Leute, Die Sich den ganzen Tag lang Über NICHTS anderes Gedanken Machen Als einen Keil zwischen Die deutsch-russischen Beziehungen zu treiben. Bzw. Strategien dafür auszuarbeiten. Und Das Ist nicht unbekannt aber aus DER deutschen Regierung Hat beinahe niemand den Mut dies anzusprechen. Hier steckt Sehr viel Geld, Macht und geostrategische Interessen hinter. Glaubt hier ernsthaft irgendjemand, dass dass alles treu gesetzeskonform und gewaltfrei abläuft? Putin war jahrlang selbst Beim Geheimdienst. Ihm so Eine Navalny-Dummheit pauschal zu unterstellen Ist Schon beinahe Als äußerst naiv zu bewerten. Diese perfide Art, Wie Seit Jahren gegen Russland gehetzt wird, Ist äußerst befremdlich. Und Ja, Natürlich steckt Da Eine Strategie dahinter. Wer Das noch nicht erkannt hat, sollte dann langsam Doch Mal anfangen Sich zu informieren.",SUCCESSFUL,LABEL_0,LABEL_0
"Ich weiß schon, warum ich mir diese Sendung seit längerem nicht mehr antue.","Ich weiß schon, warum ich mir diese Sednung seit längerem nicht mehr antue.","Ich weiß schon, warum Ich Mir diese Sendung Seit längerem nicht mehr antue.",SUCCESSFUL,LABEL_0,LABEL_0
"Tzz, tzz, tzz.... Ich sehe hingegen mehr U60, die sich nicht an die Maßnahmen halten (wollen). Wohl sehr regional und klar subjektiv zu bewerten.","Tzz, tzz, tzz.... Ich sehe hingegen mehr U60, die sich nicht an die Maßnahmen halten (wollen). Wohl sehr regbional und klar subjektiv zu bwwerten.","Tzz, Tzz, tzz.... Ich sehe hingegen mehr U60, Die Sich nicht An Die Maßnahmen halten (wollen). Wohl Sehr Lügenbaron und klar subjektiv zu bewerten.",FAILED,LABEL_0,LABEL_1
