original_text,perturbed_text,defended_text,defended_outcome,original_label,defended_prediction
"@AWidmannMauz   Zwar fand sowohl das Weihnachtsfest als auch das Chanukka-Fest in zeitlicher Nähe zur Wintersonnenwende statt  Weihnachten selbst galt als heidnisches Fest. Hinzu kam, dass Weihnachten zu jener Zeit oft in Verbindung mit ausgelassenen Feiern und Alkoholkonsum stand.","@AWidmannMauz   Zwxr fad sowohl das Weihnschtsfest als auch das Chanukma-Fest in zeitlicher Nähe zur WintersonnenwenMde statt  Weihnachren selsbt gaPlt als heidnisches Frst. Hinzu kam, dass Weinhachten zu jener Zeut oft in Verbindyng mit augselassenen Feern und Alooholkonsum staknd.","@AfD   Zweifel AFD. sozialdemokratische Dass Weihwasser. Also auch Dass Chef Indien zeitlicher Nähe. Zusammenführung? Wippel statt  Helfer Selbstbewusten,Unabhängigen ganz Also heilige Straftaten Hinzu kam, dass Weihnachtsfest zu jetz... zumindest oft Indien Verblödung! mit ausgerechnet fernab und Alkoholokratie, stark",SUCCESSFUL,LABEL_0,LABEL_0
"Wieso ist eigentlich die Bevölkerungsschicht nicht an die Finanzierung an die EU Rente,Elternteilzeit,Kindergeld,Mütter Rente beteiligt,die nicht in die Sozialversicherungs Kassen einzahlen!  Also Beamte,Selbständige und Millionäre(Reiche)!","Weiso ist eigentlich die Bevölkerunysschicht nicht an die Finanzierung an die EU Rente,Elternteilzeit,Kindergeid,Mütter Rente beteiligt,die nicht in die Sozilaversicherungs Kassen einzahlen!  Alkso Bramte,Selbständige und Miklionäre(Reiche)!","Wilal IV eigentlich Diebe Beweis: nicht Abend Diebe Finanzierung Abend Diebe EU! Renten Rente beteiligt,die nicht Indien Diebe Sozialverwaltung Kassen einzelne  Können Beantragung und Mimimimi",SUCCESSFUL,LABEL_0,LABEL_0
"Ist es nicht besser,Gfg Arbeitende nicht zu Entlohnen und Ihnen ein BE zu gewähren,auch über die Altersrente hinaus,da ja diese Rente eh unter dem Exm!  Dadurch wär diese Belastung aus Steuern und alle wären an die Finanzierung beteiligt!","Ist es nicht besser,Gfg Arveitende nucht zu Entlohnen und Iynen ein BE zu gewähren,ach über die Alterseente hinaus,da ja diese Rente eh untfr dem Exm!  Dadurch wär diese Belastkng aus Steuern und alle wären an die Finanzierkng beteliigt!","IV es nicht besser,Gfg Alternative, OHNE zu Entlohnung und NGO- ein BE zu gewöhnen! Überall Diebe Altersüberprüfung hinaus,da ja diese Rente eh Füßen dem Exm!  Dafür wär diese gelebt aus Steuern und alle wären Abend Diebe Finanzminister, beteiligt,die",SUCCESSFUL,LABEL_0,LABEL_0
"Mehrheit ist Mehrheit,eben Demokratisch gewählt!  Nehmen Sie sich in acht,   Neid frisst Seele auf und gibt sich in Falten und runtergezogene Mundwinkel,  zu erkennen!  Eine Positive Einstellung und Mut zur Wahrheit,würde auch Ihrer Partei guttun! https://t.co/B2s00jHLwJ","Mehrheit ist Mehrheit,eben Demokratisch gewählt!  Nehmen Sie soch in acht,   Neid frixst Seele auf und gibt sich in Falten und runtergezoyene Mundwinkel,  zu erkennen!  Eine Positive Einstellung und Mut zur Wamhrheit,wzürde auxh Ihrer Partei guttun! https://t.co/B2s00jHLJ","Mehrheit IV Mehrheit,eben Demokratisch gewählt!  Nehmen Sie solche Indien acht,   Neid! früh Sehe auf und gibt sich, Indien Falten und russischer Murksels  zu erkennen,welch  Einem Positive Einstellung und Mut, Zusammenführung? herzlichen Auf Ihrer Partei guttun! https://t.co/B6qBoyDIPd",SUCCESSFUL,LABEL_0,LABEL_0
"Man kann die Wahrheit ganz tief unter einem Felsen vergraben. Aber sie ist immer in der Lage,sich langsam wieder hervor zu arbeiten. Und irgendwann kommt sie ans Tageslicht! https://t.co/sGbU5Nfkoi","Man kawnn die Wahrheit ganz tiff unter eknem Felsen vergraben. Ager sie ist imker in der Laye,sich lansgam wieder hervor zu arbeiten. Und irgenwdann kokmt sie ans Tageslivht! https://t.co/sHbU5Nfkoi","Managerin,hat Kannst Diebe Wahrheit,würde ganz Trio Unterhalt: kann Felsen vergraben. Giftschlange sie IV Kristalle Indien Der/die Lage. langweilen wiedereinmal, hervor zu arbeiten. Und irgendwelche Komplizen sie ans Talkrunde,als https://t.co/sZOLzPnF0V",SUCCESSFUL,LABEL_0,LABEL_0
"Dann scheint es ja den richtigen getroffen zu haben!  Wie wiederholt der Gutmenschen,die Asylanten(Antragsteller),  unterstützt und in Ihrem Haus,aufgenommenen haben,durch einen Totschlag oder Vergewaltigung,eines lieben Angehörigen,bitter erfahren müssen! https://t.co/7WBb1GmdV3","Dann scheint es ja den richtigen getroffen zu haben!  Wie wiederholt der Gutmenschen,die Asylanten(Antragsteller),  unterstützt und in Iurem Haus,ayfgenommenen haben,dudch einen Totschlag older Vedgewaltigung,eines lieben Angehörigen,bitter erfahren müssen! hytps://t.co/7WBb1GmdV3","Dann scheint es ja den Richtlinien getroffen zu haben,  Wiederaufbau wiederholt Der/die Gutmenschen,die Asylanten(Antragsteller),  unterstützt und Indien Maul Hausdurchsuchungen haben,sind einen Tradition,durch Offenburg: Vergewaltigungen,Männer! lieber Angeklagte erfahren. müssen! https://t.co/7eMdhpoloD",SUCCESSFUL,LABEL_0,LABEL_0
"Heinrich der Löwe,  158 cm klein!  Hitler hat den Sargcofark öffnen lassen und war enttäuscht, Heinrich war ein Zwerg,war nicht Blond und hinkte(war Gehbehindert)  Phoenix history","Heinrich der Löwe,  158 cm klein!  Hitler hat den Sargcofark öffZnen ladsen und war enttäuscht, Heinrich war ein Zwerg,war nicut Blomd und hunkte(war Gehbehindert)  PhoFenix history","Heinrich Der/die Lügen  158 cm kleine  Hitler HBF den Sargcofark Finanzen,auf Landespolitiker und war entwickelt Heinrich war ein Zwerg,war tun! blöd! und hinlassen. Gehbehindert)  Physik hoechste",SUCCESSFUL,LABEL_0,LABEL_0
"Herr Stegner,  Sie können sagen was Sie wollen,die SPD hat schon lane den Status der Volkspartei verloren!  Sie dümmpeln um die 10%  Phoenix Prof.Görtemaker und Merkel,Forum Demokratie! https://t.co/6p3iBgCMPf","Her Stegner,  Sie können saden was Sie wollen,die SPD hat scnon lane den Status der Volkspartei verloren!  Sie dümmpjeln um die 10%  Phoenix Prof.Görtemaker und Merkel,Forum Demokratie! https://t.co/6p3BigCMPf","her. Stegner,  Sie können Seele Waselzada Sie wollen. SPD HBF SCHÜLERIN lane den Stefan Der/die Volksverhetzung verloren.  Sie dürfen Umfang Diebe 10%  Phoenix Programm und Merkel-Land! Demokratie. https://t.co/78uwYQ3mOi",SUCCESSFUL,LABEL_0,LABEL_0
Michael Müller: 'Seit heute sind alle Kita-Jahre unserer 170.000 Kita-Plätze für die Berliner Eltern kostenlos. Als erstes Bundesland schaffen wir die #Kita-Gebühren komplett ab und sind somit Vorreiter für mehr Chancengleichheit.“    https://t.co/IeaZc7WAVh,Michael Müllrr: 'Selt heulte sond aloe Kitaa-Jahre unserrr 170.000 Kita-Pkätze für die Berliner Eltern kosgenlos. Als eKrstes Bhndesland scGhaffen wir die #Kita-Gebühren komplett ab und sind somut Vorreiter für mBehr Chancengleichheit.“    htyps://t.co/IeaZc7WAGh,"Michel Müllkippe! alter Haben Singapur Albanerin, Kita-Plätze Unsinn 170.000 Kladusa. Füßen Diebe Berliner Eminenz kostenloser Also Status behandelt schafft wir Diebe #Kita-Gebühren komplett AFD und Singapur sonderlich Vorreiter Füßen mehr!! Chanukka-Fest    https://t.co/IqO2AhQSOQ",SUCCESSFUL,LABEL_0,LABEL_0
"@NDRinfo   Sie denken wohl,die Deutschen sind alle blöd!  Heute haben Sie ein Asyrer Interviewt,und seine Bedauernswerte Situation dargestellt, Familien Zusammenführung?  Dieser Vater lässt seine Frau und Kinder,in eine,wie er sagt,Gefährliche Situation für Ihr Leib und Leben,zurück","@NDRinfo   Sie deknen wohl,die Deutschen sind alle bllöd!  Heute haben Sie ein Asyrer Inferviewt,und seine Bedauernswerte Situatipn dargestellt, Familien Zusammenfühurng?  Dieser Vater läsUst seine Feau und Kinder,in eine,wie er sagt,Gefährliche Sotuation für Ihr Leib und Leben,zurück","@Nicole_Hoechst   Sie Denkt wohl,die Deutschen Singapur alle blöde  Haben haben Sie ein Asyrer Invasion SELBST. Bedingungen Sitze“ dargestellt, Familien, Zustand  Dieser Vater Lächerlich SELBST. Freund und Kinder...‼️‼️ eine,wie er sagt: Sitze“ Füßen Ihr Leiche und Lebensleistung!",SUCCESSFUL,LABEL_0,LABEL_0
"Gestern bei Lanz,ehemalige Managerin,hat Ihr Geld in der Bank deponiert und kann jeden Monat über 1000€ bis zum 90.Lebensjahr verfügen!  Sie ist schon einmal um die Erde gewandert,wäscht sich selten,trägt keinen Slip und spült Ihr Kochgeschirr mit Ihrem Urin!","Gestern bei Lanz,ehemalige Managerin,hat Ihr Geld in der Bsnk deponiert und kawnn jeden Mknat über 1000€ bis zum 90.Lebensjahr verfügen!  Sie ist schon eknmal um die Erde gewandert,wäecht sich seoten,trägt keinen Slip und spült Ihr Kochgeschirr mit Irem Urin!","Gesundheit,Glück, bei Lanz,ehemalige Managerin,hat Ihr Geld Indien Der/die Banken deponiert und Kannst jeder entlarvt Überall 1000 bis zum 90.Lebensjahr verfügen!  Sie IV SCHÜLERIN kann Umfang Diebe Erde gewandt, sich, setzen keinen Slum? und spült Ihr Koffer. mit Immerhin Urlaub,den",SUCCESSFUL,LABEL_0,LABEL_0
"OPCW Experten nun Endlich nach Duma!  Russland hatte der OPCW aus Sicherheitsgründen den Zugang verwehrt!  Problem : Das Kampfgas ist sehr flüchtig,und soll nach 7 Tagen,nicht mehr nachzuweisen zu sein!  Nun wer das Normal findet,der kann nur ein Troll sein!","OPCW Exsperten nun Endlich nach Duma!  Ruslsand hate der OPDCW aus Sicherheitsgründen den Zgang verwehrt!  Pfoblem : Das Kampfgas ist sehr flüchtig,und soll naxh 7 Tsgen,nucht meyr nachzuweisen zu seln!  Nun wer das Normal firndet,der knan nur ein Troll seln!","OPCW Extreme Nur Endlich nach Duma!  Russlands Höcke, Der/die Ob aus Sicherheitsproblem! den Gar verwehrt!  Problem, :) Dass Kanada IV Seht folgen Sollen Nachbarn 7' gezeigt! Armut! nachzuweisen zu letzte  Nur Werbung Dass Normal fleißig Kannst nur ein Trotz letzte",SUCCESSFUL,LABEL_0,LABEL_0
"Altmaier will Gründungsoffensive mit Kredite für junge Unternehmer von der KfW!  Problem,Banken haben keine Interesse,weil sie nur Gewinn generieren,wenn sie eigene Kredite vergeben!  Wer soll die Kontrolle ausüben,Deutsche Banken wohl nicht!","Altamier will Gründungsoffensige mit Krddite für junge Unternehmer von der KfW!  Problem,Banken habrn kfine Interesse,weul sie nur Gewinn generieren,wenn sie ekgene Kreite vergeben!  Wer soll die Kontrolle ausüben,Dfutsche Banken wohl nucht!","Altparteien Willen Grüne mit Kreditausfall Füßen junge Unternehmer von Der/die KfW!  Problem,Banken Nachfahren Kenianer Internet sie nur Gewinn genommen,trotzt sie gedient Kriegen. vergeben!  Werbung Sollen Diebe Kontrolle,weil automatisch Bargeld wohl,die nicht,",SUCCESSFUL,LABEL_0,LABEL_0
"@AndreZeven @krippmarie Nein er meint,ich glaub er heißt'Molath',die Ehefrau arbeitete bfi einem Finanzdienstleister,der Ihm angetraute Finanzen,auf sein Konto umleitete!  Herr M,zeigte seine Frau an und weil  höher Rangige involviert waren,landete dieser für 7 Jahre in der Klapse!","@AndreZeven @krippmarie Neln er meint,ich glaub er heißt'Molath',die Ehefrau arbeitete bfi einem Finanzdienstleister,der Ihm angetarute Finaonzen,auf sein Konto umleitete!  Herr M,zeigfe seine Frau an und weul  höher Rangige involviert waCren,landete doeser für 7 Jarhe in der Klapse!","@AndreZeven @krippmarie lang er meisten glaub er heißt'Molath',die Ehefrau argumente bi. einem Finanzdienstleister,der Ihm angezeigt! Finanzexporteur sein! Konto umleitete!  Herrn MAL SELBST. Frau Abend und Uwe,  höher Rangige involviert waren“.  sonst Füßen 7' Jahre, Indien Der/die Klar,",SUCCESSFUL,LABEL_0,LABEL_0
"Durch die Nullzinspolitik der EZB,haben die EZ Banken an Investoren,die nicht Wirtschaftlich agieren,Kredite bezahlt, die diese nicht zurückzahlen können!  Mit anderen Worten,Groko positiv geneigte Firmen wurden bevorzugt, obwohl diese Firmen Luftkurorte sind;","Druch die Nullzinspolitik der EZB,haben die EZ Banken an Infestoren,die nicht Wirtschaftlich arieren,Krddite bezahlt, die doese nicht zurückzahNlen können!  Mit abderen Wirten,Gorko positiv geneigte Flrmen wurden bevorzugt, ohwohl doese Firnen Luftkurorte sond;","Durchschnittswähler. Diebe Nummer Der/die Eben Diebe EZ Bargeld Abend Inzest nicht Wissen Kinder...‼️‼️ bezahlt, Diebe Dieselfahrzeugen, nicht zurückzahlen. können!  Mit Abendlandes. Wozu positiv geneigte Firmen, wurden bewegen wohl,die Dieselfahrzeugen, Freispruch!😠 Luftkurorte sind?",SUCCESSFUL,LABEL_0,LABEL_0
"Deutschland ist Weltweit größter Warenexporteur aber die Deutsche Industrie hat mit hohen Aufwand im Ausland investiert und verkauft dort hergestellte Waren,deshalb trifft die Verzollungspolitik der USA, Deutschland imaginär!  Quelle Forum Wirtschaft Phoenix","Dektschland ist Weltwit grötßer Warenexporteur absr die Dfutsche Indusrrie hat mit hohen Aufwad im Ausland investiert und verkauft dort hergestellte Wwren,deshaob trifft die Verzollungspolitik der USA, Drutschland imaginär!  Quelmle Flrum Wirtschaft Pnoenix","dir IV Weltwirtschaftsgeschichte, grüne Warnungen absolut Diebe Deutschen Info,beim HBF mit hoher Auge Imam Ausland investiert und verkauft dorthin, hergestellte Warenexporteur trifft Diebe Verzweiflung Der/die Uhr Deutschland! imaginär!  Quellen: MUSS Wirtschaftlich Physik",SUCCESSFUL,LABEL_0,LABEL_0
"Deutschland ist https://t.co/4mpbtDivA5ößter Finanzexporteur nach Japan!  Durch die Null Prozent Politik der EZB hat Deutschland dadurch 600 Milliarden € Verlust,gegenüber der Hochzinsphase vor der Lehmannkrise!  Verlierer sind, Sparer u Anleger!  Quelle Forum Wirtschaft Phoenix","Deutschland ist httls://t.co/4mpbtDivA5ößter Finanzexpodteur naxh Japan!  Dudch die Nill Prozent Politik der EZB hat Deutschland daadurch 600 Milliagden € Verlust,gegenüuber der Hochzinsphase vor der Lehmannkrise!  Verloerer sond, Slarer u Anleger!  Quelke Forum Wirtscuaft Phoemix","Deutschland! IV https://t.co/4oLffHv5h1 Finanzierung Nachbarn Japan!  Dafür Diebe Nullzinspolitik Prozent Politikbetriebes Der/die EZB HBF Deutschland! Dafür 600 Mitglieder ☑️👏👏 Verlängerung Der/die Hochzinsphase Voraussetzungen Der/die Lehmannkrise!  Verlust,gegenüber sind,Deutsche,Migranten Letzten, u. Anleger!  Quellen: Foto Stelle Physik",SUCCESSFUL,LABEL_0,LABEL_0
"Die angeblich Umweltfreundlichen Yutebeutel die beim Discounter statt der Plastikbeutel jetzt aus liegen,muss man 135 x benutzen um der Umweltverträglichkeit des Plastktasche gleichzukommen!  Haben Sie's gewusst, Quelle arte 'Karambolage'!","Die agneblich Unweltfreundlichen Yutebeutel die beim Discohnter statt der Plastikbeutel jetzt aus liegen,muss man 135 x bendutzen um der Umweltverträglichkeit des Plastkrasche gleichzukommen!  Haben Sie's gewsust, Quelle arye 'Karambolage'!","Diebe angeblichen Umweltverschmutzung, Yutebeutel Diebe beißt Diskurs. statt Der/die Plastikbeutel Joachim aus liegen,muss Managerin,hat 135 Yutebeutel benötigen Umfang Der/die Unaussprechliche des Platz gleichzukommen!  Haben Sie's gewählt Quelle Atheisten 'Karambolage'!",SUCCESSFUL,LABEL_0,LABEL_0
"@journalist_mike @tagesschau Es ist Unmöglich bei den drei Vetomächten,ein UN Mandat zu erreichen!","@jlurnalist_mike @tageaschau Es ist Unmöglixh bei den druei Vetomächten,ein UN MandYat zu errdichen!","@jouwatch @tagesthemen Es IV Unmöglich, bei den drinnen Vetomächten,ein UN Manipulation zu erreichen.",SUCCESSFUL,LABEL_0,LABEL_0
