"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"Da <font color = red>musste</font> der <font color = red>Moderator</font> wohl 2 mal <font color = red>hinschauen</font> bei dem Ergebnis. <font color = red>Immerhin</font> <font color = red>wird</font> im MDR <font color = red>wohl</font> <font color = red>nicht</font> gefälscht, <font color = red>zumindest</font> bei der <font color = red>Umfrage</font> <font color = red>nicht</font>.  https://t.co/<font color = red>YETOBADLN6</font> <font color = red>https</font>://t.co/rZXfi3xVEv","Da <font color = green>muszte</font> der <font color = green>Moserator</font> wohl 2 mal <font color = green>himschauen</font> bei dem Ergebnis. <font color = green>Immethin</font> <font color = green>witrd</font> im MDR <font color = green>woul</font> <font color = green>nicut</font> gefälscht, <font color = green>zimindest</font> bei der <font color = green>Umfraye</font> <font color = green>nucht</font>.  https://t.co/<font color = green>YETIBADLN6</font> <font color = green>hhtps</font>://t.co/rZXfi3xVEv",0.04035317897796631,0.5430213212966919,0.0,1.0,0.0,452.0,"Successful"
"EU-Kommissar Frans #Timmermans sagt, der Islam <font color = red>gehört</font> <font color = red>seit</font> 2000 (!) <font color = red>Jahren</font> zu <font color = red>Europa</font>. Interessant – <font color = red>Demnach</font> war der Prophet Mohammed <font color = red>also</font> ein Zeitgenosse von Jesus und <font color = red>Augustus</font>? #Bildungsdesaster #Geschichtsklitterung   <font color = red>https</font>://t.co/<font color = red>T05TnXa7WS</font>","EU-Kommissar Frans #Timmermans sagt, der Islam <font color = green>geyört</font> <font color = green>sekt</font> 2000 (!) <font color = green>Jayren</font> zu <font color = green>Ekropa</font>. Interessant – <font color = green>Demnalch</font> war der Prophet Mohammed <font color = green>alxo</font> ein Zeitgenosse von Jesus und <font color = green>Augsutus</font>? #Bildungsdesaster #Geschichtsklitterung   <font color = green>httls</font>://t.co/<font color = green>T05TnXa7S</font>",0.07972699403762817,0.5177185535430908,0.0,1.0,0.0,270.0,"Successful"
"<font color = red>Wenn</font> ein #Syrer den @<font color = red>Die_Gruenen</font> erzählt, dass er <font color = red>sich</font> wegen <font color = red>kriminellen</font> Flüchtlingen in <font color = red>Deutschland</font> <font color = red>unsicher</font> fühlt, wird er von den #Gruenen als #AFD Propagandist und <font color = red>Rechter</font> <font color = red>Hetzer</font> <font color = red>verunglimpft</font>. Ein <font color = red>SYRER</font>! 😂😂😂 https://t.co/<font color = red>JRU8jPFH2e</font>","<font color = green>Wemn</font> ein #Syrer den @<font color = green>Dike_Gruenen</font> erzählt, dass er <font color = green>sch</font> wegen <font color = green>kfiminellen</font> Flüchtlingen in <font color = green>Dektschland</font> <font color = green>unsixher</font> fühlt, wird er von den #Gruenen als #AFD Propagandist und <font color = green>Recjter</font> <font color = green>HetzLer</font> <font color = green>verubglimpft</font>. Ein <font color = green>SYRRR</font>! 😂😂😂 https://t.co/<font color = green>JRU8nPFH2e</font>",0.2033693790435791,0.5403245091438293,0.0,1.0,0.0,505.0,"Successful"
"#<font color = red>Berlin</font>: Ibrahima D. (24) von der Elfenbeinküste überfällt an einem Abend <font color = red>vier</font> <font color = red>Frauen</font> in <font color = red>Kreuzberg</font> brutal, <font color = red>raubt</font> ihnen Geld und Handys - vor #Gericht rechtfertigt er <font color = red>sich</font> mit: “Andere machen viel Schlimmeres”  <font color = red>https</font>://t.co/pIZUpr1taV","#<font color = green>Behrlin</font>: Ibrahima D. (24) von der Elfenbeinküste überfällt an einem Abend <font color = green>viXer</font> <font color = green>Feauen</font> in <font color = green>Kreuzbrrg</font> brutal, <font color = green>ranubt</font> ihnen Geld und Handys - vor #Gericht rechtfertigt er <font color = green>soch</font> mit: “Andere machen viel Schlimmeres”  <font color = green>hytps</font>://t.co/pIZUpr1taV",0.10343766212463379,0.5374032855033875,0.0,1.0,0.0,183.0,"Successful"
"IS-Terror-Verdächtiger <font color = red>Salafist</font> in #<font color = red>Koeln</font> festgenommen.  Der Deutsch-Tunesier <font color = red>Sabri</font> Ben A. <font color = red>gilt</font> als Größe im <font color = red>produzieren</font> von <font color = red>Propagandavideos</font>. Er soll <font color = red>mehrfach</font> <font color = red>nach</font> #Syrien gereist und ein Terrorcamp mit Gegenständen im Wert von 80.000€ <font color = red>ausgerüstet</font> haben https://t.co/<font color = red>dzdNI4rroU</font>","IS-Terror-Verdächtiger <font color = green>Saulafist</font> in #<font color = green>Kleln</font> festgenommen.  Der Deutsch-Tunesier <font color = green>Sabfi</font> Ben A. <font color = green>golt</font> als Größe im <font color = green>pfoduzieren</font> von <font color = green>Propagandafideos</font>. Er soll <font color = green>mehrafch</font> <font color = green>naxh</font> #Syrien gereist und ein Terrorcamp mit Gegenständen im Wert von 80.000€ <font color = green>ausgrrüstet</font> haben https://t.co/<font color = green>dzdNI4rrlU</font>",0.11857748031616211,0.5185024738311768,0.0,1.0,0.0,478.0,"Successful"
"<font color = red>Einreise</font> per <font color = red>Flugzeug</font>: <font color = red>Regierung</font> <font color = red>erklärt</font> <font color = red>Flüchtlingszahlen</font> zur Geheimsache / AfD prüft rechtliche <font color = red>Schritte</font> <font color = red>https</font>://t.co/<font color = red>r6ijPQ7u6y</font>","<font color = red>Enireise</font> per <font color = red>Flugzeg</font>: <font color = red>Reigerung</font> <font color = red>ermlärt</font> <font color = red>Flüchtoingszahlen</font> zur Geheimsache / AfD prüft rechtliche <font color = red>Scritte</font> <font color = red>htfps</font>://t.co/<font color = red>r6ijPQ76uy</font>",0.02178013324737549,0.030864953994750977,0.0,0.0,0.0,483.0,"Failed"
"<font color = red>Wegen</font> <font color = red>Volksverhetzung</font> kann nach derzeitiger Rechtslage <font color = red>nicht</font> bestraft werden, wer <font color = red>seine</font> Hetze <font color = red>gegen</font> Deutsche <font color = red>richtet</font>, um <font color = red>diese</font> <font color = red>Ungleichbehandlung</font> zu ändern, hat AfD <font color = red>Gesetzentwurf</font> vorgelegt, aber <font color = red>Rechtsausschuss</font> <font color = red>lehnt</font> <font color = red>AfD-Antrag</font> auf <font color = red>Anhörung</font> von Experten ab  https://t.co/<font color = red>5uhuPCMyu3</font>","<font color = green>Weben</font> <font color = green>Volksverhetzkng</font> kann nach derzeitiger Rechtslage <font color = green>nicut</font> bestraft werden, wer <font color = green>selne</font> Hetze <font color = green>gdgen</font> Deutsche <font color = green>ruchtet</font>, um <font color = green>dkese</font> <font color = green>Ungleochbehandlung</font> zu ändern, hat AfD <font color = green>Gesetzenwurf</font> vorgelegt, aber <font color = green>Rechtsauaschuss</font> <font color = green>leynt</font> <font color = green>Af-DAntrag</font> auf <font color = green>Aunhörung</font> von Experten ab  https://t.co/<font color = green>5uhuPCMyy3</font>",0.06388342380523682,0.5234662890434265,0.0,1.0,0.0,826.0,"Successful"
"@aufklaerer2017 @ZDF @<font color = red>ZDFheute</font> dass 350 <font color = red>Deutsche</font> <font color = red>durch</font> '<font color = red>Flüchtling</font>/Schutzsuchende' brutal ermordert <font color = red>wurden</font> seit 2015 oder in einem Jahr, ist natürlich im <font color = red>Vergleich</font> zum Zerreissen Koran nichts.. man, man <font color = red>diese</font> Journalie ist nicht zum Aushalten.","@aufklaerer2017 @ZDF @<font color = green>ZDhFeute</font> dass 350 <font color = green>Duetsche</font> <font color = green>dmurch</font> '<font color = green>Flküchtling</font>/Schutzsuchende' brutal ermordert <font color = green>wuden</font> seit 2015 oder in einem Jahr, ist natürlich im <font color = green>Verglelch</font> zum Zerreissen Koran nichts.. man, man <font color = green>dkese</font> Journalie ist nicht zum Aushalten.",0.14464718103408813,0.5366691946983337,0.0,1.0,0.0,295.0,"Successful"
"@ZDF @<font color = red>ZDFheute</font> Jetzt stellt euch mal vor, ein deutscher hätte das 9 Jährige Mädchen vergewaltigt und wäre durch <font color = red>Syrische</font> <font color = red>Flüchtlinge</font> gestellt worden. <font color = red>Sondersendungen</font> der <font color = red>Dankbarkeit</font> von #maischberger bis #<font color = red>illner</font> <font color = red>plus</font> Staatsbürgerschaft und <font color = red>Bundesverdienstkreuz</font> wäre die Folge.","@ZDF @<font color = green>ZDFbeute</font> Jetzt stellt euch mal vor, ein deutscher hätte das 9 Jährige Mädchen vergewaltigt und wäre durch <font color = green>Syeische</font> <font color = green>Flücutlinge</font> gestellt worden. <font color = green>Sondersendunyen</font> der <font color = green>Dankbarkiet</font> von #maischberger bis #<font color = green>iXllner</font> <font color = green>plgus</font> Staatsbürgerschaft und <font color = green>Bundesverdirnstkreuz</font> wäre die Folge.",0.1654638648033142,0.5092135071754456,0.0,1.0,0.0,551.0,"Successful"
"Weil in #Bremen 50 Korane <font color = red>zerrissen</font> wurden sendet das @ZDF 15 <font color = red>Minuten</font> lang einen <font color = red>Bericht</font> der Empörung. Das in #<font color = red>DessauRoßlau</font> ein 9 <font color = red>Jähriges</font> <font color = red>Mädchen</font> von einem <font color = red>Flüchtling</font> vergewaltigt und von Zeugen <font color = red>gestellt</font> <font color = red>wurde</font>, <font color = red>darüber</font> schweigt das @<font color = red>ZDFheute</font> <font color = red>https</font>://t.co/cIhV0iZZzK","Weil in #Bremen 50 Korane <font color = green>zierrissen</font> wurden sendet das @ZDF 15 <font color = green>Mibuten</font> lang einen <font color = green>Beicht</font> der Empörung. Das in #<font color = green>DessxuRoßlau</font> ein 9 <font color = green>Jähfiges</font> <font color = green>Mäxchen</font> von einem <font color = green>Flühtling</font> vergewaltigt und von Zeugen <font color = green>gesellt</font> <font color = green>wurfe</font>, <font color = green>drüber</font> schweigt das @<font color = green>ZDheute</font> <font color = green>htyps</font>://t.co/cIhV0iZZzK",0.07715380191802979,0.5287551879882812,0.0,1.0,0.0,536.0,"Successful"
"Dem Bundestag ist es wichtiger gegen Rechts zu hetzen anstatt wichtige Anliegen zu bearbeiten. Machen die überhaupt <font color = red>noch</font> <font color = red>etwas</font> <font color = red>anderes</font> ausser <font color = red>gegen</font> die AfD <font color = red>kämpfen</font>?     https://t.co/i9JBfuOOA8    https://t.co/i9JBfuOOA8","Dem Bundestag ist es wichtiger gegen Rechts zu hetzen anstatt wichtige Anliegen zu bearbeiten. Machen die überhaupt <font color = green>noxh</font> <font color = green>egwas</font> <font color = green>andeers</font> ausser <font color = green>gOegen</font> die AfD <font color = green>kämpren</font>?     https://t.co/i9JBfuOOA8    https://t.co/i9JBfuOOA8",0.06942158937454224,0.512108325958252,0.0,1.0,0.0,151.0,"Successful"
"<font color = red>alle</font> müssen <font color = red>etwas</font> <font color = red>mehr</font> tun❗    <font color = red>Sonst</font> <font color = red>wird</font> es <font color = red>viel</font> Leid <font color = red>geben</font>.     Mehr als 1945. <font color = red>Viel</font> mehr❗    Und in <font color = red>jeder</font> Hinsicht❗    <font color = red>https</font>://t.co/<font color = red>dRlM3AiFtS</font>    https://t.co/<font color = red>7ICQOswycy</font>","<font color = green>alie</font> müssen <font color = green>ehwas</font> <font color = green>metr</font> tun❗    <font color = green>Somst</font> <font color = green>witd</font> es <font color = green>vbiel</font> Leid <font color = green>geIben</font>.     Mehr als 1945. <font color = green>Veil</font> mehr❗    Und in <font color = green>jrder</font> Hinsicht❗    <font color = green>hytps</font>://t.co/<font color = green>dRlM3AFtS</font>    https://t.co/<font color = green>7ICQsOwycy</font>",0.08945143222808838,0.5009333491325378,0.0,1.0,0.0,423.0,"Successful"
"In <font color = red>Berlin</font> <font color = red>werden</font> <font color = red>künftig</font> (auch) <font color = red>Studienabbrecher</font> an öffentlichen <font color = red>Schulen</font> Kinder <font color = red>unterrichten</font>. Läuft in der <font color = red>Bildungsrepublik</font> <font color = red>Deutschland</font>.","In <font color = green>Brrlin</font> <font color = green>wegden</font> <font color = green>kümftig</font> (auch) <font color = green>Sturienabbrecher</font> an öffentlichen <font color = green>Schuken</font> Kinder <font color = green>unterfichten</font>. Läuft in der <font color = green>Blidungsrepublik</font> <font color = green>Deutsculand</font>.",0.02218681573867798,0.5256054997444153,0.0,1.0,0.0,506.0,"Successful"
"Ich persönlich <font color = red>finde</font>, dass die Toilette der <font color = red>geeignete</font> Platz für <font color = red>dieses</font> Buch ist. Besser ist es allerdings es <font color = red>nicht</font> zu kaufen und <font color = red>einbrechen</font> <font color = red>geht</font> zu weit.   Ermittelt der <font color = red>Staatschutz</font> eigentlich auch bei der Schändung <font color = red>christlicher</font> <font color = red>Kirchen</font> und Friedhöfe?  https://t.co/SeG9Y9y7CM","Ich persönlich <font color = green>finse</font>, dass die Toilette der <font color = green>geeiynete</font> Platz für <font color = green>dkeses</font> Buch ist. Besser ist es allerdings es <font color = green>nicut</font> zu kaufen und <font color = green>eibnrechen</font> <font color = green>ghet</font> zu weit.   Ermittelt der <font color = green>Staatschitz</font> eigentlich auch bei der Schändung <font color = green>chiristlicher</font> <font color = green>Kidchen</font> und Friedhöfe?  https://t.co/SeG9Y9y7CM",0.09203767776489258,0.5084554553031921,0.0,1.0,0.0,410.0,"Successful"
"#AfD in #<font color = red>Brandenburg</font> jetzt <font color = red>Nummer</font> 1. Die <font color = red>Wahlen</font> im <font color = red>Herbst</font> <font color = red>werden</font> das <font color = red>politische</font> <font color = red>Gefüge</font> in ganz 🇩🇪 erschüttern und <font color = red>vllt</font>. auch die #GroKo sprengen. Ich <font color = red>freue</font> mich drauf! https://t.co/70lk4y0NZO","#AfD in #<font color = green>Bramdenburg</font> jetzt <font color = green>Nummrr</font> 1. Die <font color = green>Waulen</font> im <font color = green>Hexrbst</font> <font color = green>wearden</font> das <font color = green>pklitische</font> <font color = green>Gefüye</font> in ganz 🇩🇪 erschüttern und <font color = green>vklt</font>. auch die #GroKo sprengen. Ich <font color = green>freke</font> mich drauf! https://t.co/70lk4y0NZO",0.035584867000579834,0.5223355889320374,0.0,1.0,0.0,321.0,"Successful"
"+++ #Heimatschatzkiste: Ein <font color = red>Schritt</font> in die <font color = red>richtige</font> Richtung +++    <font color = red>Dazu</font> <font color = red>erklärt</font> der <font color = red>sozialpolitische</font> <font color = red>Sprecher</font> der #AfD-Fraktion, @<font color = red>MdLFernandes</font> : <font color = red>https</font>://t.co/0fJ2tXKkJm #<font color = red>ltmv</font> #mv https://t.co/<font color = red>M1iTDGoHDz</font>","+++ #Heimatschatzkiste: Ein <font color = green>Schrltt</font> in die <font color = green>richtkge</font> Richtung +++    <font color = green>Daxzu</font> <font color = green>eklärt</font> der <font color = green>sozialpklitische</font> <font color = green>Spreher</font> der #AfD-Fraktion, @<font color = green>MdOFernandes</font> : <font color = green>htps</font>://t.co/0fJ2tXKkJm #<font color = green>ltkv</font> #mv https://t.co/<font color = green>M1iHDGoHDz</font>",0.01942729949951172,0.5214598178863525,0.0,1.0,0.0,466.0,"Successful"
"Nein, uns Ostdeutschen fehlt nicht der Kontakt zu Ausländern, sondern den <font color = red>Westdeutschen</font> fehlt eher das Selbstbewusstsein und der Mut <font color = red>Kriminellen</font> einen Riegel <font color = red>vorzuschieben</font>  <font color = red>https</font>://t.co/6o5r5FoWwh?  #AfD #<font color = red>AfDimBundestag</font>","Nein, uns Ostdeutschen fehlt nicht der Kontakt zu Ausländern, sondern den <font color = green>Wesrdeutschen</font> fehlt eher das Selbstbewusstsein und der Mut <font color = green>Kriinellen</font> einen Riegel <font color = green>votzuschieben</font>  <font color = green>hytps</font>://t.co/6o5r5FoWwh?  #AfD #<font color = green>AfDiBmundestag</font>",0.11238974332809448,0.5271658897399902,0.0,1.0,0.0,362.0,"Successful"
"Wir können sie <font color = red>nicht</font> zwingen, mit uns zu regieren. Wir können sie <font color = red>aber</font> dazu zwingen, <font color = red>immer</font> <font color = red>dreistere</font>, dem <font color = red>Wählerwillen</font> widersprechende Verliererkoalitionen <font color = red>bilden</font> zu müssen. https://t.co/<font color = red>WeL5lvIme0</font>","Wir können sie <font color = green>nicut</font> zwingen, mit uns zu regieren. Wir können sie <font color = green>ager</font> dazu zwingen, <font color = green>immrr</font> <font color = green>dreostere</font>, dem <font color = green>Wählersillen</font> widersprechende Verliererkoalitionen <font color = green>biiden</font> zu müssen. https://t.co/<font color = green>WeLlvIme0</font>",0.09690207242965698,0.5063782334327698,0.0,1.0,0.0,269.0,"Successful"
"@<font color = red>mairpeda</font> @<font color = red>Proteus93484191</font> @<font color = red>SPIEGELONLINE</font> <font color = red>Nebenbei</font>:... <font color = red>nicht</font> nur um ihre Familien zu ernähren, sondern auch um <font color = red>diesen</font> Staat <font color = red>zwangsweise</font> zu finanzieren.","@<font color = green>mairpera</font> @<font color = green>ProteuKs93484191</font> @<font color = green>SPIEHELONLINE</font> <font color = green>Nebengei</font>:... <font color = green>nicut</font> nur um ihre Familien zu ernähren, sondern auch um <font color = green>dliesen</font> Staat <font color = green>zwangswGeise</font> zu finanzieren.",0.07546180486679077,0.527377724647522,0.0,1.0,0.0,374.0,"Successful"
"„<font color = red>Wurde</font> in den letzten Jahren vonseiten der Politik auf Verteilen statt <font color = red>Schaffen</font> von <font color = red>Wohlstand</font> gesetzt, <font color = red>steht</font> uns ein <font color = red>noch</font> <font color = red>radikalerer</font> Weg <font color = red>bevor</font>.“   Klasse, fundierter und <font color = red>bedrückender</font> <font color = red>Lagebericht</font> von @<font color = red>thinkBTO</font>   <font color = red>https</font>://t.co/<font color = red>DmziXwAWIZ</font>","„<font color = green>Wurse</font> in den letzten Jahren vonseiten der Politik auf Verteilen statt <font color = green>Schadfen</font> von <font color = green>Wihlstand</font> gesetzt, <font color = green>seht</font> uns ein <font color = green>noxh</font> <font color = green>radyikalerer</font> Weg <font color = green>bevlr</font>.“   Klasse, fundierter und <font color = green>bedrübckender</font> <font color = green>Larebericht</font> von @<font color = green>tihnkBTO</font>   <font color = green>htyps</font>://t.co/<font color = green>DmIziXwAWIZ</font>",0.0620151162147522,0.5933442115783691,0.0,1.0,0.0,575.0,"Successful"
